marketplace	review_id	product_id	product_category	star_rating	year	month	review_date
US	R2PCZRCS4MRHV6	B00AKKTDJY	Mobile_Apps	5	2013	2	2013-02-12
US	R262LUGBESESY1	B004J1DBJI	Mobile_Apps	5	2011	10	2011-10-14
US	R3AUXWTONCDTPR	B00AQF8CJ0	Mobile_Apps	5	2013	8	2013-08-13
US	R8KERZ6HOGJ5V	B00330UFQS	Digital_Music_Purchase	5	2015	7	2015-07-10
UK	RLXUN465E39ZJ	B00FN811SY	Mobile_Apps	5	2014	9	2014-09-25
US	R1J2N9LK3Y1CM9	B0064X7FVE	Mobile_Apps	1	2013	12	2013-12-20
US	R3N0QUHIJYVGV4	B00DJFIMW6	Mobile_Apps	5	2014	9	2014-09-02
US	R2KH1N3ES1W9IH	B00CWY76CC	Mobile_Apps	3	2013	6	2013-06-20
US	R1HATMDOK2OMXH	B0054JZC6E	Mobile_Apps	5	2012	2	2012-02-05
US	R1ZAWNK7546OKE	B00CEB5QU2	PC	5	2015	1	2015-01-25
UK	R11UUW9HNKN2VR	B0094BB4TW	Mobile_Apps	5	2015	4	2015-04-26
UK	R2PELRZU1VW9PJ	B00FATEJYE	Mobile_Apps	5	2014	2	2014-02-02
US	R2F1VHN3H8Q3MB	B0063IH60K	Mobile_Apps	5	2015	7	2015-07-19
US	REEA5NOL03UQJ	B005KNV9LG	Digital_Music_Purchase	5	2013	12	2013-12-10
US	R5Y8HX3U6MBXS	B00E38KGF4	Mobile_Apps	3	2015	2	2015-02-24
US	R3A4CIV9LI01PX	B00LP1MVSW	Mobile_Apps	3	2014	8	2014-08-24
US	R3DKLU2282S8V1	B00A757EFW	Mobile_Apps	3	2012	12	2012-12-31
US	R1U72NGMRABQFA	B00QW8TYWO	Mobile_Apps	5	2015	3	2015-03-20
US	R2JH9ZT1AM06FX	B0066W1AZK	Mobile_Apps	5	2012	12	2012-12-17
US	RWX1IT1IKJUJH	B009UX2YAC	Mobile_Apps	5	2013	9	2013-09-10
US	RXXEV5WBC6CH7	B00IEBE7GK	Mobile_Apps	5	2014	7	2014-07-13
US	R26BSH96OKQZFH	B0094BB4TW	Mobile_Apps	1	2014	4	2014-04-23
UK	R2Y78W9WJCGKG5	B007VUCAVO	Mobile_Apps	5	2012	12	2012-12-16
US	R1P6SUZETYXTG6	B00IG2DOKM	Mobile_Apps	5	2015	2	2015-02-23
FR	RD2KRAY5XEE52	B003MVJG8Q	PC	5	2011	11	2011-11-19
DE	RBQRN4KLJP3L7	B00AEUI3MS	Digital_Music_Purchase	5	2014	6	2014-06-24
US	RYDQVTC1QTY6D	B0064TVQ5E	Mobile_Apps	4	2014	10	2014-10-21
US	R2E99VSC10GD0D	B007SYWFRM	Mobile_Apps	5	2012	8	2012-08-14
UK	R1L74RXKY11E80	B007SYWFRM	Mobile_Apps	5	2014	6	2014-06-28
US	RCZPJSZ69SN9F	B0055SWM08	Mobile_Apps	5	2012	2	2012-02-06
US	R2I432OF2GNBGM	B00B2V66VS	Mobile_Apps	1	2013	10	2013-10-08
US	R2EFHWF07I0ZEY	B00A8ECU24	Mobile_Apps	5	2012	12	2012-12-01
US	R10EBJPPMXKU2T	B00BXKKNFS	Mobile_Apps	5	2015	2	2015-02-28
US	R27UF1UUBD1P7E	B003F256T0	Toys	5	2015	6	2015-06-04
DE	RK1OZ9F0MHLG3	B0055SWM08	Mobile_Apps	5	2013	3	2013-03-17
US	R1M62SPDKV8L3D	B0054JZC6E	Mobile_Apps	4	2013	10	2013-10-23
US	R2QM9BNK1UVJI	B00270WH3Y	Digital_Music_Purchase	5	2014	10	2014-10-27
US	R1KEAQEGC6TR5F	B00BWBHIUG	Mobile_Apps	5	2013	4	2013-04-26
UK	R5TXHXLEN2C16	B00JOT3HQ2	Mobile_Apps	5	2014	5	2014-05-24
US	R3Q2DM17W94P73	B00MNYTWMI	Mobile_Apps	1	2014	12	2014-12-05
US	R1RADWEN90GURR	B00QW8TYWO	Mobile_Apps	5	2015	5	2015-05-26
US	R1PLXSNRBY665P	B005K17RU0	Mobile_Apps	5	2015	6	2015-06-18
US	R1826J32MCQ00W	B004Y1WCDE	Mobile_Apps	4	2014	4	2014-04-06
US	R2P5XV5MZYMPZ4	B00CF34B2I	Mobile_Apps	3	2014	1	2014-01-17
US	R3SNFO2FK9XJ56	B00IB73QTG	Digital_Music_Purchase	2	2014	9	2014-09-28
US	R1RO6EXUY593VE	B00IKZX1ZI	Mobile_Apps	2	2014	4	2014-04-27
US	R1TE1DQU569HP6	B0063IH60K	Mobile_Apps	4	2013	12	2013-12-17
US	R3E0FCLVW0M2QG	B00FATEJYE	Mobile_Apps	5	2013	12	2013-12-22
US	R29H42KIV7KPWB	B004Y1WCDE	Mobile_Apps	5	2015	1	2015-01-31
US	R3OFPXLYQGIT2K	B00GLP47UM	Digital_Music_Purchase	5	2014	1	2014-01-10
US	R1TJA2GBXQLLRQ	B006R8GK2Q	Mobile_Apps	3	2012	7	2012-07-08
US	R8NEHVKCGJEDA	B006YC74E8	Mobile_Apps	5	2013	12	2013-12-25
US	R104R27A0N4PGJ	B00881VLCE	Mobile_Apps	5	2015	2	2015-02-23
US	RF2KUJMYEL94F	B00IS87HYI	Mobile_Apps	5	2014	10	2014-10-24
US	RJ7DIC900ZA3V	B00U7VDC7A	Mobile_Apps	4	2015	3	2015-03-16
US	R3W33TN8GGTUF4	B004VMVTNU	Mobile_Apps	5	2011	12	2011-12-30
US	R92JNANT9SXQ9	B00CWY76CC	Mobile_Apps	5	2013	6	2013-06-30
US	R3TQ3N6AVSYTPA	B004TTMYQG	Mobile_Apps	1	2011	12	2011-12-06
US	R3AQH55YM77NDN	B00CKOYVG8	Mobile_Apps	5	2014	1	2014-01-15
UK	R2QYQWECXEYNKT	B00DVKOYBM	Mobile_Apps	5	2014	12	2014-12-16
US	R33I43J9I8XEI2	B009UX2YAC	Mobile_Apps	5	2013	5	2013-05-03
US	R1OYPCA8T3L14	B009WO7NQO	Mobile_Apps	5	2012	11	2012-11-08
US	R1PCOPW3MS62VW	B0067Q42BY	Mobile_Apps	5	2012	2	2012-02-20
US	R280ZIE5NI6PAX	B004GJDQT8	Mobile_Apps	5	2015	5	2015-05-10
US	RWFYHQHUORUB1	B00QTCOJPU	Mobile_Apps	1	2015	2	2015-02-28
US	R21E9EWQMHW385	B007PT3QOQ	Mobile_Apps	4	2012	11	2012-11-23
US	R2PHSW4AOEHE03	B0054JZC6E	Mobile_Apps	3	2012	2	2012-02-21
US	R1NHO5POVVXCOY	B007ZRZF8I	Mobile_Apps	5	2012	5	2012-05-08
US	R1R9HY5GN3DKDZ	B007D2XSW0	Mobile_Apps	5	2013	8	2013-08-17
DE	R3GOBRTTINVLVL	B00PTB7B34	Mobile_Apps	4	2014	12	2014-12-22
US	RAT3YDSBKH1O0	B0054JZC6E	Mobile_Apps	5	2012	5	2012-05-25
JP	R3JEZR3IKC949R	B002RT85RW	PC	5	2014	10	2014-10-19
DE	R1HYORZJIWD996	B007QXWV1U	Mobile_Apps	5	2013	12	2013-12-08
US	R27HVT2YGGHD5S	B009UX2YAC	Mobile_Apps	5	2015	1	2015-01-30
US	RSQPB81B9Z1RO	B00DVKOYBM	Mobile_Apps	5	2014	4	2014-04-20
US	R199OJY7Y9CI57	B00QW8TYWO	Mobile_Apps	5	2015	4	2015-04-19
US	R18EIS4LMICALO	B004MC8CA2	Mobile_Apps	1	2014	9	2014-09-20
UK	R3PETSPAQ3F7ZY	B004GYY714	Mobile_Apps	4	2014	1	2014-01-26
UK	R8833SRTCF4JV	B00BWBHIUG	Mobile_Apps	5	2014	7	2014-07-13
US	R316896J2VBS6W	B004MC8CA2	Mobile_Apps	5	2015	2	2015-02-21
US	R16T8LZT7H6DHG	B0091REZMW	Mobile_Apps	1	2014	8	2014-08-04
US	R3L5SDB1WCTLF8	B00DHKKN6Q	Mobile_Apps	3	2014	3	2014-03-16
UK	R1NVKXTRP82P16	B000VOC90Y	PC	4	2013	3	2013-03-17
US	R1ZTHVTNUKVK0J	B00QW8TYWO	Mobile_Apps	5	2015	1	2015-01-13
UK	RFCS53VNJ1RM0	B008XG1X18	Mobile_Apps	5	2015	1	2015-01-29
US	R1NLDHVNHSH7LX	B00I8Q77Y0	Mobile_Apps	4	2014	2	2014-02-27
US	R2VD9B34WI2I8A	B0052UZIFA	Mobile_Apps	5	2013	1	2013-01-27
US	RDX84J5HLEA7N	B00FB13Y74	Mobile_Apps	5	2014	6	2014-06-27
US	RVIOMDK2M0NUD	B00U7VDC7A	Mobile_Apps	5	2015	3	2015-03-26
US	R386SUGZ8NGSNT	B00CCR9P0U	Kitchen	5	2014	6	2014-06-16
US	R4D0THT1UU6MQ	B00JVZ0DQG	Mobile_Apps	5	2014	9	2014-09-06
US	R2W3U3SSWJK5E3	B00W3V83QW	Mobile_Apps	5	2015	8	2015-08-20
US	R1Q9SPTMEX7B73	B00AGOGOLE	Mobile_Apps	1	2013	10	2013-10-23
US	R38THE2ZNP8IC0	B00K6TQSDI	Mobile_Apps	1	2014	9	2014-09-14
US	R3M8W19OOJPIUJ	B00IINPXLW	Mobile_Apps	4	2014	6	2014-06-15
US	R4DN41SM28LCO	B0054JZC6E	Mobile_Apps	4	2012	2	2012-02-18
US	R1P8E6SU1Z7F9G	B006OCM0G0	Mobile_Apps	5	2013	9	2013-09-14
US	R2AZO7RS6RQSS5	B007ZGO7EM	Mobile_Apps	5	2015	1	2015-01-30
US	REA6QU4K67NGB	B00E6Z0THE	Mobile_Apps	3	2014	5	2014-05-17
US	R12RV91XYEJ3H3	B00992CF6W	Mobile_Apps	5	2013	3	2013-03-30
DE	R2MGL8W1JNJTWL	B00BUVPIRS	Mobile_Apps	5	2013	5	2013-05-31
US	ROHU98WWJ9LLS	B0097EWK3A	Mobile_Apps	4	2013	9	2013-09-23
US	R2L67TIYN2D9ON	B008Y2FRFO	Mobile_Apps	3	2012	12	2012-12-24
US	R3R44GIRQN9BI4	B000X2H8G4	Health & Personal Care	4	2013	4	2013-04-24
DE	R1DTGA0CYFGDJ5	B000VSAEYI	Toys	1	2013	8	2013-08-03
UK	RS4U3L1BFC383	B00KMX5V8G	Mobile_Apps	4	2015	6	2015-06-13
DE	RL41DPF323Z7C	B00ICF0OZQ	Toys	5	2015	5	2015-05-06
UK	R1TYZQZ61XDLLO	B00G6ZTM3Y	Mobile_Apps	1	2015	7	2015-07-24
US	R33M4H1PRPTKUY	B00B7Y0206	Mobile_Apps	5	2014	8	2014-08-18
US	R1RZWX95T14WOK	B0067Q42BY	Mobile_Apps	4	2012	2	2012-02-22
US	R2YWY21DEM5HUD	B006G4F8OW	Toys	5	2013	1	2013-01-29
US	R35BI4DOMRJYJM	B00U7VDC7A	Mobile_Apps	4	2015	3	2015-03-14
US	R134RRFDBT483	B00DB31Y3U	Mobile_Apps	4	2014	7	2014-07-28
US	R2G0CSIEWA7WQL	B00992CF6W	Mobile_Apps	5	2015	6	2015-06-10
US	R1RUE91NA7SMCC	B0055SWM08	Mobile_Apps	5	2012	4	2012-04-16
UK	R1UO5N650P9PH8	B00DJFIMW6	Mobile_Apps	5	2013	10	2013-10-14
US	RLY0SME7QT2I7	B00E8KLWB4	Mobile_Apps	5	2015	8	2015-08-29
US	R23KBCUG84ALUE	B00FRQ32N4	Mobile_Apps	4	2014	5	2014-05-25
US	R1P8BYW8IR9J2E	B008XG1X18	Mobile_Apps	5	2015	3	2015-03-08
US	RQGZ1P63Y5CJR	B00KA7JIII	Mobile_Apps	5	2014	11	2014-11-24
US	R50XCTXYM6GTT	B00GTCECVG	Mobile_Apps	5	2015	3	2015-03-28
US	R3GH4VHCMHYC6	B00FHB2XB6	Toys	1	2015	1	2015-01-05
UK	R3NYNXTDYICTD0	B00992CF6W	Mobile_Apps	5	2013	12	2013-12-31
US	R2C6J0FULF4ZOJ	B00FAPF5U0	Mobile_Apps	5	2015	3	2015-03-04
US	R3PBJ5NNZ1ZMJD	B00A4YVHXQ	Mobile_Apps	5	2013	1	2013-01-24
US	R1DBFJA56DFF5U	B0097C8XL0	Mobile_Apps	5	2014	1	2014-01-01
DE	R1TUDY5O9J6LXL	B00062PN6I	Musical Instruments	5	2011	10	2011-10-21
US	R3H4WIFHYQ4EGS	B00FGFVMGA	Mobile_Apps	5	2013	12	2013-12-05
US	R1LTUP8FYOAUBB	B00I8Q77Y0	Mobile_Apps	4	2014	12	2014-12-07
US	R3K18UOCH1V5OQ	B00992CF6W	Mobile_Apps	5	2015	1	2015-01-14
US	R1O22BDB68BSI7	B0063IH60K	Mobile_Apps	3	2012	12	2012-12-27
US	RADIGW4OQNEA8	B00PJ5AUCO	Mobile_Apps	5	2015	1	2015-01-10
US	R1ILGPT9QP0STT	B004Y1WCDE	Mobile_Apps	5	2014	4	2014-04-09
US	RG30A3MA1251P	B00785P2QC	Mobile_Apps	3	2015	5	2015-05-22
US	RJY91KAZW52CE	B0001WGIBW	Toys	4	2015	1	2015-01-12
US	R251V9CV4HZ3V7	B00N57VBRG	Mobile_Apps	4	2015	2	2015-02-22
UK	R26O8JYGNHPEI6	B0080SZ0V8	Mobile_Apps	4	2013	8	2013-08-04
US	RZHWMV3SLXUXJ	B008IJTFYW	Mobile_Apps	5	2015	4	2015-04-08
UK	R1WHPL0YG023SZ	B00CWY76CC	Mobile_Apps	4	2013	9	2013-09-15
US	RFO24VPU3PBG6	B00881VLCE	Mobile_Apps	1	2014	3	2014-03-04
US	R2EAB5Y8GC2TAV	B008FRFN7A	Mobile_Apps	4	2015	8	2015-08-24
US	R3D8DDHTALTQIK	B00JOT3HQ2	Mobile_Apps	5	2014	9	2014-09-27
US	RMTVXS5TE6BOF	B00N1HONIO	Mobile_Apps	5	2015	6	2015-06-26
US	R25424RRVEPXIA	B00992CF6W	Mobile_Apps	5	2013	3	2013-03-05
US	RU34FF7Z8K58Z	B00J4S9BEA	Toys	4	2015	4	2015-04-23
US	RRUPFR3A8UFQ	B0069G5Z9K	Mobile_Apps	5	2012	9	2012-09-18
US	RSRYBE60F2TBP	B008MM9630	Mobile_Apps	4	2013	3	2013-03-13
US	RG934BF4GULKH	B00QW8TYWO	Mobile_Apps	5	2015	7	2015-07-12
US	R3UKEJSHFP8TA9	B007VUA7VO	Mobile_Apps	4	2014	7	2014-07-15
US	R3L4MJFS7AQZOS	B007N8RULO	Mobile_Apps	4	2012	7	2012-07-21
DE	R3TL2EQPFN58YP	B007SYWFRM	Mobile_Apps	5	2013	12	2013-12-14
US	R36LZ9SYTVDTY2	B00FEMJF6O	Mobile_Apps	5	2014	11	2014-11-05
UK	R1B0E70XNNVL3F	B00IINPXLW	Mobile_Apps	4	2015	3	2015-03-14
UK	R253NGPCG5ISSP	B00DUGCLY4	Mobile_Apps	5	2014	2	2014-02-18
DE	RMXIF89B97M4W	B00AF1ERXU	Toys	1	2013	12	2013-12-04
US	RAUW7F5G3DI43	B0064TVQ5E	Mobile_Apps	2	2013	1	2013-01-04
US	R74ADPC5IWHIN	B000L53D4O	Toys	5	2014	2	2014-02-06
UK	R2PHQN8W99IM46	B00FAPF5U0	Mobile_Apps	5	2014	11	2014-11-02
US	RBOL4HI9FO0C3	B00AF6MF9I	Mobile_Apps	5	2013	1	2013-01-08
US	RSXMNNM4N5QY9	B009UX2YAC	Mobile_Apps	5	2014	4	2014-04-16
DE	R2F593XX7KANJH	B00AKEMHCA	Mobile_Apps	5	2014	7	2014-07-24
DE	R3LD5K874WQ649	B008AIY0FK	Health & Personal Care	4	2015	6	2015-06-04
US	R26Q4P2GTRNA6Z	B009UX2YAC	Mobile_Apps	5	2013	10	2013-10-28
US	R2Z5QKJEYG9T79	B004MC8CA2	Mobile_Apps	1	2015	3	2015-03-12
US	R152FUPMQAAQJF	B004MC8CA2	Mobile_Apps	5	2012	4	2012-04-16
US	R9U62K8QGFSIM	B009C7ZQM4	Mobile_Apps	5	2014	2	2014-02-23
US	RE5WX2S79G7BI	B00L7PJE4A	Mobile_Apps	1	2015	3	2015-03-03
JP	RQV7JEOTZ2AFK	B009KEN87O	Mobile_Apps	3	2013	3	2013-03-20
US	RKSWCWXURBJ2D	B00E8KLWB4	Mobile_Apps	5	2014	10	2014-10-04
US	RRMJRK1NH05T8	B0064X7FVE	Mobile_Apps	5	2013	7	2013-07-23
US	R2SKHHIFTVC7XG	B007ZGO7EM	Mobile_Apps	5	2013	4	2013-04-16
US	R2WPJZPBZD8FKX	B007QNRMUU	Digital_Music_Purchase	5	2012	9	2012-09-19
US	R1CVHQA9TE5NQL	B0097GVJWQ	Mobile_Apps	5	2013	3	2013-03-04
US	R2B3QYC9OUKVY3	B00JSBVDBC	Mobile_Apps	3	2014	11	2014-11-24
DE	RAKHJKR8BSSE0	B00ITTUR1Q	Mobile_Apps	2	2014	4	2014-04-06
UK	R1KMWOC0JP8CHA	B00CWY76CC	Mobile_Apps	1	2013	10	2013-10-03
US	R1L35LE09HYY7W	B00FEMJF6O	Mobile_Apps	5	2014	12	2014-12-06
DE	RAWIUPI50JOZ2	B00AEJM6H2	Mobile_Apps	5	2013	9	2013-09-17
US	R2L0HRLPTR6MU3	B00AREIAI8	Mobile_Apps	5	2013	1	2013-01-18
DE	RPK4VKTXRFF9D	B000OGX5AM	PC	5	2013	2	2013-02-27
US	RY4UAWDYO1A0D	B009VSW15Y	Mobile_Apps	3	2012	12	2012-12-28
US	R1OLJ1N4TAILSX	B00GTCECVG	Mobile_Apps	5	2014	8	2014-08-04
US	R3D7I2QIDPJW60	B0086700CM	Mobile_Apps	5	2012	6	2012-06-16
US	RTF5A0L8XQ63K	B00AREIAI8	Mobile_Apps	5	2013	11	2013-11-11
UK	R30ZC0TOU1VDVT	B00C7TAF3Y	Mobile_Apps	3	2015	7	2015-07-15
UK	R3NFNR4G2HGF4N	B00KY7PEAA	Mobile_Apps	1	2015	2	2015-02-28
US	R2CV5RVBBGSO18	B005LY4B0A	Mobile_Apps	5	2012	2	2012-02-14
US	R17S81R7HH3GW9	B00AREIAI8	Mobile_Apps	4	2014	8	2014-08-20
US	R1MTY2WANR2Q6I	B00LXLM05I	Mobile_Apps	5	2015	8	2015-08-02
US	R118NWGDMD07EW	B00CKJ2KK2	Mobile_Apps	5	2013	5	2013-05-20
US	R1JE6MFRLVHKH7	B00J3AW23G	Mobile_Apps	5	2015	3	2015-03-29
UK	R10V6TED4UQ7XN	B00LP1MVSW	Mobile_Apps	5	2015	4	2015-04-07
US	RW8FCYDQNQVY2	B007N8RULO	Mobile_Apps	5	2014	9	2014-09-15
US	R1M7GTUESGN44F	B00DHKKN6Q	Mobile_Apps	4	2014	4	2014-04-15
US	R1YN6N5GEZMIMG	B00IG2DOKM	Mobile_Apps	5	2015	8	2015-08-05
US	R6YIY283213R2	B009UX2YAC	Mobile_Apps	5	2013	3	2013-03-08
JP	RGBBA44FBKX9G	B008X9Z37A	PC	5	2013	6	2013-06-30
US	R2NREGU70ZTLPJ	B009KS4XRO	Mobile_Apps	5	2013	6	2013-06-02
US	R2GZYF6DWMC91H	B0063GORYU	Mobile_Apps	4	2013	2	2013-02-13
JP	R24QCE4UT7P1MM	B007EMR37A	Toys	4	2013	2	2013-02-04
US	R3F0LVLBCXFYLG	B0054JZC6E	Mobile_Apps	4	2012	1	2012-01-16
US	R20NKEVFTFP611	B008MM9630	Mobile_Apps	5	2012	8	2012-08-27
DE	R26BYA7OB0C88N	B001UVMAAQ	Digital_Music_Purchase	5	2013	12	2013-12-01
US	R2MUNJ19YRCBBW	B003A9SYTW	Digital_Music_Purchase	3	2013	6	2013-06-20
US	RRDPI6SJP4VIZ	B00AREIAI8	Mobile_Apps	5	2013	9	2013-09-01
US	RBM9EOGOW64HS	B00BWBHIUG	Mobile_Apps	4	2013	5	2013-05-22
US	R3EYVGWOTBUQTR	B0055SWM08	Mobile_Apps	3	2012	1	2012-01-29
US	R2FE0JRN0YM2RE	B00A77II0U	Mobile_Apps	5	2012	12	2012-12-02
US	R2029LU9TB1ZDR	B007N5YIUS	Mobile_Apps	5	2012	4	2012-04-04
JP	R1KFFBUZ33VHDJ	B005XN0SGU	Mobile_Apps	4	2013	6	2013-06-28
JP	R35IZSITSPZALW	B00HFH0Y3E	Toys	5	2014	5	2014-05-27
US	R28GGWUSPIK1LX	B00QW8TYWO	Mobile_Apps	5	2014	12	2014-12-24
US	R1KRFRCHV2GJBR	B00FATEJYE	Mobile_Apps	5	2015	5	2015-05-31
US	R1D7YS1RWGTIDD	B004SBS8LA	Mobile_Apps	1	2014	1	2014-01-01
US	R1XUFQHEXW35N8	B00DJFIMW6	Mobile_Apps	5	2013	7	2013-07-16
US	R1V4QJMRMHPL72	B00QW8TYWO	Mobile_Apps	5	2015	7	2015-07-12
US	R1OYSS1K888D64	B00KA87GCW	Mobile_Apps	4	2015	1	2015-01-25
UK	R1TSUQJHRP9HIL	B00PTB7B34	Mobile_Apps	4	2015	4	2015-04-02
US	R16NKLH1JO3C71	B005529BDK	Mobile_Apps	4	2011	7	2011-07-12
US	R49XTJ3PV5IIB	B00AB7HESI	Mobile_Apps	3	2015	2	2015-02-09
US	R34H8O2PYVBCOW	B00AGJ4HC2	Toys	5	2015	3	2015-03-31
US	R3M288R4GVUPTQ	B00FRQ32N4	Mobile_Apps	5	2015	3	2015-03-29
UK	R2E036FZPQ9LNZ	B00AKS656U	Mobile_Apps	4	2014	12	2014-12-11
US	R35JB10Q6ABJRP	B0054JZC6E	Mobile_Apps	4	2012	4	2012-04-12
US	RFU9VVPBENPFQ	B00CQHZ32U	Toys	2	2014	7	2014-07-28
US	R3FWNV0W330D3S	B00I8Q77Y0	Mobile_Apps	5	2014	2	2014-02-09
US	R2IBXYAAMDCSYG	B009C7ZQM4	Mobile_Apps	4	2014	8	2014-08-10
US	R1C11BRAJ74XIP	B00KY7PEAA	Mobile_Apps	4	2015	4	2015-04-02
UK	RE7XY7T2DACTV	B00000IZOR	Toys	5	2012	12	2012-12-11
US	R1DGCM5PTKOR9F	B00992CF6W	Mobile_Apps	5	2015	7	2015-07-11
US	R15HVVP39POLOC	B009EEFTMC	Mobile_Apps	5	2013	6	2013-06-29
US	R2QLZ41R24L1JH	B0058PJ6NE	Mobile_Apps	1	2014	6	2014-06-13
US	RS0D3NR64ES6J	B00N1ZCGWG	Mobile_Apps	4	2014	10	2014-10-01
US	R19T4BVPELKNR3	B00FAPF5U0	Mobile_Apps	5	2013	11	2013-11-04
US	R3Q7Y3FLVMUVKB	B00G6ZTM3Y	Mobile_Apps	5	2014	12	2014-12-25
US	R1LVUXGIWR2Y24	B008OOYALE	Mobile_Apps	3	2015	4	2015-04-24
US	R2TKG2BWPHM2DX	B00DHKKN6Q	Mobile_Apps	5	2014	7	2014-07-29
US	R1IZMLXT7C1Y43	B00CWY76CC	Mobile_Apps	4	2013	6	2013-06-23
US	R1ON1TGGJUEUNR	B007PVHMCG	Toys	1	2012	12	2012-12-06
US	R1ULGK988HSRVN	B00HGJ18C2	Mobile_Apps	5	2015	7	2015-07-30
US	R2BBI1F6IAT9YJ	B004J1DBJI	Mobile_Apps	5	2015	3	2015-03-07
US	R37H9KDSBTN7PH	B0086700CM	Mobile_Apps	5	2012	5	2012-05-28
US	RQIV6PBY2YDH9	B00BFUUMO8	Mobile_Apps	5	2015	2	2015-02-20
US	R1ODL0FT48EM21	B0051HNMTI	Mobile_Apps	4	2015	6	2015-06-15
US	R1GB4ZMTURSO08	B006UV8DJS	Mobile_Apps	5	2013	8	2013-08-07
US	R348ENPXZLTP87	B0063IH60K	Mobile_Apps	5	2012	1	2012-01-07
DE	R130XU74G2WBC2	B00KQE522G	PC	4	2014	10	2014-10-29
FR	R1W9OR81B0K40	B00BD05PEW	Toys	5	2015	7	2015-07-23
US	R2XTFRV6TT8IWA	B004YEJGEO	Mobile_Apps	5	2011	8	2011-08-08
US	R23W4R134E77WY	B00FRQ32N4	Mobile_Apps	2	2013	11	2013-11-20
US	R1QSEG8VTWQ9N1	B00BHHIWQO	Mobile_Apps	4	2013	5	2013-05-31
US	R32ZXXEGACUB74	B00AIUUXHC	Mobile_Apps	5	2015	5	2015-05-10
US	R1B8CBW8PNVDLR	B00CKOYVG8	Mobile_Apps	4	2015	3	2015-03-20
US	R32J8DGUC5DMIM	B009MJU8PW	Toys	5	2015	8	2015-08-20
UK	RW4450INWCTN0	B00KTDD69A	Mobile_Apps	2	2014	6	2014-06-21
US	RYIK4TYJIKS40	B00E8KLWB4	Mobile_Apps	5	2015	1	2015-01-18
US	RIPCJ8IPIL2BI	B007RTAR64	Toys	5	2013	8	2013-08-02
US	R3DUGLMO89CRD7	B00LXLM05I	Mobile_Apps	5	2014	10	2014-10-31
DE	R1WP5XMSRIWTNK	B00FR3GGQ2	Digital_Music_Purchase	3	2013	11	2013-11-11
US	R2X40HAHDPX8KD	B00FB13Y74	Mobile_Apps	5	2014	11	2014-11-22
US	R3TNO5HA83CXGE	B00E7PQVHK	Mobile_Apps	4	2014	11	2014-11-10
US	R2IT69BUKQDVP1	B004SOR4H6	Mobile_Apps	5	2014	2	2014-02-19
US	R7MID9IVL6FVO	B00992CF6W	Mobile_Apps	5	2015	7	2015-07-12
US	R182F6BJA4N1E7	B009NF54ZE	Mobile_Apps	5	2013	11	2013-11-24
US	R20OUF3CPLW3ZI	B009G78EE2	Digital_Music_Purchase	5	2012	10	2012-10-25
US	R20WWUWL8JR7XV	B00IN3XF76	Mobile_Apps	5	2014	9	2014-09-22
DE	R3D9T7OXCQ5NP6	B008EL4YX6	Mobile_Apps	5	2014	4	2014-04-30
US	R3ACE4VVIH5FBS	B007SOQBCM	Mobile_Apps	5	2014	9	2014-09-07
US	R2RVZRLG9C8SRB	B00LEIT6K2	Mobile_Apps	5	2015	6	2015-06-13
UK	R1ND0PHYV3KWXT	B007455XDS	Toys	5	2012	12	2012-12-31
US	RIT8GNN52P6I2	B000EUDAWG	Toys	1	2014	12	2014-12-06
US	R25E08CEBMZ3LK	B00DUGCLY4	Mobile_Apps	4	2015	5	2015-05-25
DE	R1QPP9FQWXD3Q	B004FA8NOQ	PC	5	2011	10	2011-10-16
US	R3132BGRQ2DQOG	B004SJ3BCI	Mobile_Apps	4	2013	12	2013-12-18
US	R1B6R1M2O3HVY9	B004FA8NOQ	PC	5	2014	2	2014-02-14
US	RP5PABF6CDAXV	B004MC8CA2	Mobile_Apps	4	2013	4	2013-04-06
US	R229ABASOBYNVQ	B00K7C17QW	Mobile_Apps	1	2014	12	2014-12-02
US	R2UR5I0VKF95SX	B008XG1X18	Mobile_Apps	1	2013	4	2013-04-20
US	R1EM9F5Z6VXY0J	B00FAPF5U0	Mobile_Apps	5	2013	10	2013-10-30
US	RMHDGSBTI9EQG	B00ETADXY2	Mobile_Apps	5	2014	1	2014-01-11
US	R1MUDM1AGRB5S7	B00HGJ18C2	Mobile_Apps	4	2014	12	2014-12-03
US	R2ROMF3F93G1SE	B00632HWOG	Mobile_Apps	4	2015	8	2015-08-06
UK	R1SAJCWVT51K0Y	B008K6HN8I	Mobile_Apps	5	2014	7	2014-07-17
US	R1P5ZRDJ2QF6KN	B00GINENG0	Mobile_Apps	5	2014	7	2014-07-14
US	R16NPR7AX5ABD8	B00CWY76CC	Mobile_Apps	5	2014	2	2014-02-22
US	R2YBN0AI2P401B	B00PTB7B34	Mobile_Apps	5	2014	12	2014-12-02
US	R1RHFZ5K8R1MNT	B00AREIAI8	Mobile_Apps	5	2014	7	2014-07-06
US	R2MPPVYOPO99RH	B009UX2YAC	Mobile_Apps	5	2013	5	2013-05-31
US	R33CVWDS8MFVWI	B00I8Q77Y0	Mobile_Apps	5	2014	2	2014-02-23
US	R10T0HAGU8APIL	B00IIOFVYA	Mobile_Apps	5	2014	3	2014-03-14
US	R1ZTPXQSTVP0JX	B001O2QW9G	Toys	4	2013	12	2013-12-06
