"review","brand","variety","style","country","stars"
1242,"Thai Pavilion","Garlic Chili Instant Rice Noodles & Sauce","Tray","USA",4
1240,"Maggi","Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles","Pack","Malaysia",4
1239,"SuperMi","Rasa Ayam Spesial","Pack","Indonesia",4
1238,"Sapporo Ichiban","Sesame Ramen","Pack","Japan",5
1230,"Saji","Sajimee Original Soto Soup Flavor","Pack","Malaysia",4
1224,"HoMyeonDang","Premium Noodle House Seafood Ramyun","Pack","South Korea",4
1220,"Nissin","Ultraman Instant Noodle Pork Flavour","Cup","Japan",3
1216,"Batchelors","Super Low Fat Noodles Chilli Chicken Flavour","Pack","UK",1
1214,"Eat & Go","Rendang Beef Flavour Fried Instant Noodle","Cup","Indonesia",5
1211,"Nissin","Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour","Bowl","Hong Kong",3
1210,"A-Sha Dry Noodle","Hell Spicy Mala","Pack","Taiwan",4
1207,"Nissin","UFO Yakisoba With Wasabi Mayonnaise","Bowl","Japan",5
1206,"China Best","Frozen Satay Sauce Noodle","Pack","Taiwan",1
1198,"Samyang Foods","Maesaengyitangmyun Baked Noodle","Pack","South Korea",5
1194,"Paldo","Namja Ramyun (US Version)","Bowl","South Korea",4
1191,"GaGa","Seribu 1000 Goreng Spesial","Pack","Indonesia",4
1189,"Acecook","Comet Mori Yukino Tan-tan men","Bowl","Japan",5
1188,"Chencun","Braised Pork Ribs","Cup","China",3
1183,"Paldo","Cheese Noodle","Pack","South Korea",5
1181,"Samyang Foods","Star Popeye Ramyun Snack","Pack","South Korea",4
1178,"Nongshim","Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup","Cup","USA",5
1177,"ABC","Mi ABC Rasa Ayam Bawang (Onion Chicken)","Pack","Indonesia",4
1174,"Itomen","Crab Flavor Instant Ramen","Pack","Japan",4
1171,"Tiger Tiger","Traveller's Choice Indian Tikka Masala Flavour","Pack","UK",3
1166,"Unif","Man Han Feast Sichuan Chilli Eel Flavor","Bowl","Taiwan",5
1164,"Mr. Noodles","Bowl Chicken Simulated Flavour","Bowl","Canada",2
1159,"Peyang","Yakisoba","Tray","Japan",5
1158,"Nissin","Demae Iccho XO Sauce Seafood Flavour","Bowl","Hong Kong",4
1155,"Komforte Chockolates","Savory Ramen","Bar","USA",5
1153,"Wu-Mu","Spicy Flavor Tomato Ramen","Pack","Taiwan",4
1152,"Sapporo Ichiban","Tomato & Basil Shio Ramen","Pack","Japan",4
1142,"Asian Thai Foods","Miteri Instant Noodles Chicken Flavor","Pack","Nepal",4
1140,"Asian Thai Foods","Preeti Instant Noodles Veg Soup Base","Pack","Nepal",5
1136,"Nissin","Yakisoba","Pack","Japan",5
1134,"Hi-Myon","Katsuo Udon","Pack","South Korea",4
1126,"GaGa","Mie Jepeng Goreng Rasa Ayam Lada Hitam","Pack","Indonesia",4
1125,"Myojo","Japanese Style Noodles Shio Flavor","Pack","USA",5
1116,"Tokyo Noodle","Mini Instant Noodles Artificial Chicken Flavor","Pack","Japan",5
1114,"Maitri","Vegetarian Fried Noodles (Mie Goreng)","Pack","Indonesia",4
1105,"Nongshim","Doong Ji Authentic Korean Cold Noodles With Chili Sauce","Tray","South Korea",5
1103,"Myojo","Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor","Tray","Japan",5
1102,"Batchelors","Super Noodles Mild Mexican Chilli","Pack","UK",3
1092,"Amianda","Tachia Dried Noodles - Rou Zhou Meat Sauce","Pack","Taiwan",5
1091,"Amianda","Homely Dried Noodles - Original Flavor","Pack","Taiwan",4
1087,"MyKuali","Penang White Curry Noodle","Pack","Malaysia",5
1086,"Sawadee","Indian Curry Flavour","Pack","UK",3
1079,"Deshome","Aloe Noodle Vegetable Sauce","Pack","Taiwan",5
1077,"Deshome","Aloe Noodle Red Onion & Sesame Sauce","Pack","Taiwan",5
1075,"Deshome","Aloe Noodle With Basil Sauce","Pack","Taiwan",5
1072,"Deshome","Aloe Noodle With Spicy Soybean Sauce","Pack","Taiwan",4
1071,"Nissin","Raoh Soy Sauce Taste","Pack","Japan",4
1070,"HoMyeonDang","Premium Noodle House Pork & Seafood Flavor","Pack","South Korea",4
1069,"Nissin","Raoh Rich Miso Flavor","Bowl","Japan",5
1064,"Tasty Bite","1 Step-1 Minute Asian Noodles Mushroom Lo Mein","Pack","USA",4
1061,"Tasty Bite","1 Step-1 Minute Asian Noodles Toasted Sesame","Pack","USA",4
1058,"A-Sha Dry Noodle","Dry Noodle Mandarin Noodle - Original Sauce","Pack","Taiwan",4
1056,"A-Sha Dry Noodle","Dry Noodle Mandarin Noodle - Onion Oil Sauce","Pack","Taiwan",5
1055,"A-Sha Dry Noodle","Dry Noodle QQ Thin Noodle - BBQ Sauce","Pack","Taiwan",5
1053,"A-Sha Dry Noodle","Dry Noodle Tainan Noodle - Sesame Sauce","Pack","Taiwan",4
1050,"Knorr","Japanese Pork Bone Flavour Quick Serve Macaroni","Pack","Hong Kong",3
1049,"Mr. Noodles","Bowl Beef Simulated Flavor","Bowl","Canada",2
1047,"New Touch","Yakisoba Noodle","Tray","Japan",4
1046,"Myojo","Stir Fry Noodles Japanese Style Noodles With Sauce","Pack","USA",4
1043,"Chewy","Rice Vermicelli Satay Chicken","Pack","China",3
1042,"Nongshim","Potato Pork Ramyun","Pack","China",5
1041,"Ko-Lee","Instant Noodles Super Chow Mein","Pack","UK",4
1040,"Western Family","Instant Noodles Vegetable Flavour","Pack","Canada",1
1037,"Emart","Dare You Habanero Jjamppong","Pack","South Korea",4
1032,"Mama","Authentic Thai Cuisine Pad Thai","Pack","Thailand",4
1031,"HoMyeonDang","Premium Noodle House Don Ramyun","Pack","South Korea",4
1029,"Samyang Foods","Nagasaki Crab Jjampong","Pack","South Korea",5
1028,"Samyang Foods","Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun)","Pack","South Korea",4
1027,"Samyang Foods","Yukgaejang Beef Ramyun","Bowl","South Korea",4
1022,"HoMyeonDang","Premuim Noodle House Crab Jjampong","Pack","South Korea",5
1019,"Samyang Foods","Kimchi Ramyun (SK Version)","Pack","South Korea",4
1011,"Maruchan","Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables","Bowl","USA",4
1009,"Western Family","Instant Noodles In A Cup Oriental","Cup","Canada",2
1006,"Amino","Barszcz czerwony (Borscht)","Pack","Poland",4
1004,"Wai Wai","Artificial Pork Flavour","Pack","Thailand",3
1002,"Mr. Noodles","Bowl Spicy Chicken Simulated Flavour","Bowl","Canada",2
996,"Maruchan","Bowl Chicken Flavor","Bowl","USA",4
995,"Ko-Lee","Instant Noodles Beef","Pack","UK",3
992,"Prima Taste","Singapore Laksa La Mian","Pack","Singapore",5
991,"Prima Taste","Singapore Curry La Mian","Pack","Singapore",5
989,"GS25","Gonghwachun Jjamppong","Pack","South Korea",4
986,"Paldo","Jong-Gah-Jip Kimchi Ramen","Pack","South Korea",4
985,"Ko-Lee","Go Noodles Thai Hot & Spicy Tom Yum","Cup","UK",1
984,"Sun Noodle","Ramen Shoyu Flavor","Tray","USA",5
982,"Sun Noodle","Ramen Miso Flavor","Tray","USA",5
981,"S&S","Saimin","Pack","USA",4
980,"Sun Noodle","Cold Ramen Soy Sauce Vinaigrette","Tray","USA",4
979,"Sun Noodle","Nama Soba Buckwheat Noodle","Tray","USA",4
978,"Sun Noodle","Ramen Pork Flavor","Tray","USA",5
976,"Nissin","Donbei Tensoba","Bowl","Japan",4
973,"Annie Chun's","Ramen House Spicy Chicken Ramen","Pack","USA",4
972,"Springlife","Spinach With Organic Noodles","Pack","China",3
970,"Annie Chun's","Noodle Express Spicy Szechuan","Tray","USA",2
969,"Annie Chun's","Soup Bowl Vietnamese Pho","Bowl","USA",4
968,"Annie Chun's","Noodle Express Teriyaki","Tray","USA",3
966,"Annie Chun's","Ramen House Spring Vegetable Ramen","Pack","USA",4
964,"Nissin","Raoh Backfat Rich Soy Sauce Flavor","Bowl","Japan",5
956,"Sakurai Foods","Sesame Noodles","Pack","Japan",5
955,"Sakurai Foods","Miso Ramen","Bowl","Japan",4
951,"Vifon","Pomidorowa (Mild Tomato)","Pack","Poland",4
947,"Maruchan","Yakisoba Jalapeno Cheddar","Tray","USA",4
944,"Wai Wai","Oriental Style Instant Noodles (Dry method)","Pack","Thailand",3
936,"Yamachan","Mild Tonkotsu","Pack","USA",5
934,"Nongshim","Jinjja Jinjja Flamin' Hot & Nutty","Pack","USA",5
932,"Paldo","Namja Ramen (USA version)","Pack","South Korea",5
928,"Kamfen","Dried Mix Noodles Artificial Spicy Pork","Tray","China",4
920,"Shirakiku","Hot & Spicy Udon","Pack","USA",3
914,"Nissin","Ramen Shop Sapporo Miso","Pack","Japan",4
907,"Nongshim","Neoguri Spicy Seafood","Cup","South Korea",4
906,"Daddy","Kari 365 Curry Flavour","Pack","Malaysia",5
897,"FMF","Chow Masala","Pack","Fiji",4
895,"SuperMi","Sedaaap Mi Goreng","Pack","Indonesia",5
894,"Han's South Korea","Rice Noodle With Kimchi Flavored Soup","Tray","South Korea",3
889,"Yamachan","Rich Shoyu Ramen","Pack","USA",4
887,"Yamachan","Cold Noodles With Lemon Soy Dressing","Pack","USA",4
885,"Yamachan","Miso Ramen Rich Sapporo Miso","Pack","USA",5
884,"Yamachan","Miso Ramen - Mild","Pack","USA",4
882,"SuperMi","GoBang","Pack","Indonesia",5
879,"Song Hak","Rice Topokki","Bowl","South Korea",5
872,"Nongshim","Chapagetti","Bowl","USA",5
871,"Dragonfly","Artificial Hot & Sour Shrimp","Pack","China",4
867,"Indomie","Rasa Coto Makassar","Pack","Indonesia",4
866,"Master Kong","Mianba","Pack","China",4
865,"Little Cook","Stewed Duck","Cup","Thailand",3
863,"Indomie","Special Fried Curly Noodle (Local)","Pack","Indonesia",5
852,"SuperMi","Sedaaap Mi Kuah Rasa Kari Ayam","Pack","Indonesia",4
850,"Nissin","Top Ramen Short Cuts Chicken","Pack","USA",4
844,"Maggi","2 Minute Noodles Perencah Asam Laksa","Pack","Malaysia",4
841,"Nongshim","Chapagetti (South Korean)","Pack","South Korea",4
839,"CJ CheilJedang","Mild Bean Curd Stew","Cup","South Korea",2
838,"Sarimi","Soto Koya Gurih","Pack","Indonesia",4
826,"Paldo","Namja","Pack","South Korea",5
824,"Paldo","Bibim Men Cucumber","Pack","South Korea",5
823,"Paldo","Kokomen Spicy Chicken","Pack","South Korea",5
821,"Master Kong","Potatoes & Stewed Beef","Pack","China",5
819,"Maruchan","Tempura Soba","Pack","Japan",4
818,"SuperMi","Sedaaap Mi Kuah Rasa Soto","Pack","Indonesia",4
813,"Mr. Noodles","Spicy Chicken","Pack","Canada",2
809,"Nongshim","Neoguri Mild (South Korea)","Pack","South Korea",4
807,"SuperMi","Super Rasa Ayam Bawang","Pack","Indonesia",4
803,"Master Kong","Premium Taste Roasted Beef","Bowl","China",4
800,"Mr. Noodles","Chicken","Pack","Canada",3
798,"Golden Wheat","South Korean Style Pork","Cup","China",3
796,"Vina Acecook","Kingcook Vegetable","Pack","Vietnam",3
791,"Acecook","Super Big Ramen Tonkotsu","Bowl","Japan",1
789,"SuperMi","GoKar","Pack","Indonesia",4
787,"Emart","Ramen E Ramen White Broth","Pack","South Korea",5
786,"Mr. Noodles","Beef","Pack","Canada",3
783,"Nissin","Cup Noodles Salsa Picante Chicken","Cup","USA",3
781,"Vina Acecook","Kingcook Beef","Pack","Vietnam",3
775,"JML","Seafood","Bowl","China",3
771,"Mi Sedaap","Mi Kuah Rasa Ayam Bawang","Pack","Indonesia",4
751,"Nongshim","Shin Ramyun Black Onion","Cup","South Korea",5
749,"Sapporo Ichiban","Chow Mein (New)","Pack","USA",5
745,"Nongshim","Jinjja Jinjja","Pack","South Korea",5
740,"Indomie","Mi Goreng Sate (Local)","Pack","Indonesia",5
734,"Indomie","Mi Goreng Rasa Ayam Panggang Jumbo (Local)","Pack","Indonesia",5
730,"Indomie","Rasa Soto Banjar Limau Kulit","Pack","Indonesia",5
729,"Indomie","Mi Goreng Jumbo Beef","Pack","Indonesia",5
728,"Indomie","Rasa Kari Ayam Medan","Pack","Indonesia",5
727,"Indomie","Rasa Empal Gentong","Pack","Indonesia",4
726,"Indomie","Mi Goreng Cakalang","Pack","Indonesia",4
725,"Indomie","Mi Goreng Instant Cup Noodles","Cup","Indonesia",5
723,"Indomie","Mi Goreng Barbecue Chicken","Pack","Indonesia",5
721,"Nongshim","Bowl Noodle Savory Beef","Bowl","USA",4
715,"Indomie","Mi Goreng Rendang (Import)","Pack","Indonesia",5
713,"Nissin","Spoon-it Creamy Chicken","Pack","USA",4
704,"Nissin","Chow Mein Chinese Chicken Vegetable","Tray","USA",4
701,"Nissin","Big Cup Noodles Lime Chili Shrimp","Cup","USA",4
700,"Nissin","Chikin Ramen (Local)","Pack","Japan",5
698,"Nissin","Chow Mein Orange Chicken","Tray","USA",4
691,"Mamee","Express Cup Vegetarian","Cup","Malaysia",2
678,"Wang","Kitsune Udon","Bowl","South Korea",4
674,"Paldo","Kko Kko Myun","Pack","South Korea",5
672,"Mug Shot","Chicken","Pack","UK",3
671,"Mug Shot","Spicy Sweet & Sour","Pack","UK",3
669,"Nissin","Gozen Tempura","Bowl","Japan",4
668,"Saigon Ve Wong","Kung Fu Vegetarian","Bowl","Vietnam",2
667,"Nissin","Ramen Bowl Kimchi","Bowl","USA",3
663,"Paldo","Jjajangmen Black Bean","Pack","South Korea",4
659,"Nissin","Ramen Bowl Spicy Shrimp","Bowl","USA",3
655,"Cap Atoom Bulan","Mie Telor Asli","Pack","Indonesia",3
653,"Dragonfly","Artificial Pork Ribs","Pack","China",4
652,"Sapporo Ichiban","Shio","Pack","Japan",5
651,"Mi Sedaap","Mi Segera Mi Sup Perisa Kari Ayam","Pack","Indonesia",4
650,"Dragonfly","Artificial Chicken","Pack","China",4
641,"Vina Acecook","Hao Hao Shrimp Onion","Pack","Vietnam",3
639,"Nissin","Gozen Kitsune Udon","Bowl","Japan",5
638,"GreeNoodle","Yakisoba","Pack","Thailand",3
625,"Pot Noodle","Bombay Bad Boy","Cup","UK",4
616,"Maggi","2 Minute Noodles Thrillin' Curry","Pack","India",2
613,"Saigon Ve Wong","Kung Fu Artificial Pork Flavor","Bowl","Vietnam",3
611,"Batchelors","Super Noodles Low Fat Sweet Thai Chilli","Pack","UK",2
608,"Koka","Spicy Black Pepper","Pack","Singapore",5
606,"Six Fortune","U-Dong","Pack","South Korea",4
604,"Batchelors","Super Noodles Low Fat Chicken Herb","Pack","UK",2
601,"Wei Chuan","Tomato Vegetables","Pack","Taiwan",4
599,"Lucky Me!","Pancit Canton Extra Hot Chili","Pack","Philippines",4
593,"Nongshim","Chapagetti Chajang","Pack","South Korea",4
584,"Baijia","Single Noble Black Bone Chicken Sweet Potato Thread","Cup","China",0
580,"Baijia","Hot & Sour Casserole Stewed Rice Noodle","Pack","China",0
577,"Pot Noodle","Chinese Chow Mein","Cup","UK",3
573,"Noah Foods","Phoya Chicken","Bowl","Vietnam",2
572,"Maruchan","Yakisoba Tomato Basil","Tray","USA",3
569,"Saigon Ve Wong","Kung Fu Suc Song Artificial Pork","Bowl","Vietnam",3
568,"Paldo","Gomtang","Cup","South Korea",4
566,"Foodmon","DJ DOC Jjolmyeon","Bowl","South Korea",5
565,"Batchelors","Super Noodles To Go Curry","Bowl","UK",4
560,"Myojo","Ippeichan Soy Sauce","Bowl","Japan",4
559,"Wai Wai","Quick Tom Yum Shrimp","Cup","Thailand",3
552,"Super Bihun","Kuah Rasa Baso Sapi Rice Noodles","Pack","Indonesia",3
549,"Mi Sedaap","Supreme Soto","Pack","Indonesia",4
547,"Lucky Me!","Pancit Canton Sweet Spicy","Pack","Philippines",5
542,"Mi Sedaap","Mi SupArtificial Chicken Special","Pack","Indonesia",3
539,"Nissin","Demae Ramen Chicken","Pack","Japan",3
537,"Mama","Pad Kee Mao Drunken","Pack","Thailand",2
529,"Sapporo Ichiban","Hot Spicy Chicken","Pack","USA",2
519,"Snapdragon","Beijing Vegetable Rice Noodle","Cup","Singapore",2
514,"Shirakiku","Sanukiya Fresh Spicy Ramen","Bowl","Japan",3
513,"Dragonfly","Artificial Onion","Bowl","China",4
509,"Ve Wong","Kung Fu Shrimp","Bowl","Taiwan",4
504,"Knorr","Pizza","Pack","Pakistan",3
503,"GreeNoodle","Miso","Pack","Thailand",1
502,"Sunlee","Beef Rice Stick","Bowl","Thailand",2
498,"Hsin Tung Yang","Tiny Noodle With Oyster Flavor","Pack","Taiwan",0
497,"Nissin","Demae Iccho Seafood & Abalone Macaroni","Pack","Japan",4
493,"Pulmuone","Fresh Ramen Spicy","Pack","South Korea",3
490,"Foodmon","DJ DOC Instant rice Ramen Topokki","Bowl","South Korea",5
486,"Kamfen","Japanese U-Don Lobster Scallop","Pack","China",3
485,"Ottogi","Hot & Spicy Ramen","Cup","South Korea",3
477,"Mr. Udon","Malaysian Beef Udon","Pack","South Korea",3
463,"Ottogi","Ppushu Ppushu Barbecue","Pack","South Korea",3
460,"Menraku","Tempura Udon","Bowl","Japan",5
459,"Gefen","Imitation Chicken Vegetarian","Pack","USA",3
452,"Myojo","Hyoubanya No Chukasoba Soy Sauce","Pack","Japan",4
451,"Myojo","Ippeichan Soybean Paste","Bowl","Japan",4
443,"Lucky Me!","N-Rich Chicken Tinola","Pack","Philippines",4
439,"Little Cook","Tom Yum Seafood Creamy","Bowl","Thailand",3
430,"Quickchow","Pancit Canton toyo Mansi","Pack","Philippines",5
427,"Koka","Mi Hai Cua Crab Flavor","Pack","Singapore",5
426,"Vifon","Tu quy Chicken","Pack","Vietnam",3
423,"Noodle Time","Shin Cup","Cup","South Korea",3
422,"Vifon","Mi Lau Thai Thai Stle","Bowl","Vietnam",4
409,"Payless","Instant Mami Chicken","Pack","Philippines",4
402,"Sao Tao","Noodle King Scallop Thick","Bowl","Hong Kong",3
397,"Quickchow","Quickie Mami La Paz Batchoy","Cup","Philippines",3
395,"Ottogi","Jin Ramen (Mild)","Cup","South Korea",3
393,"Kamfen","Dried Mix Noodles XO Sauce","Tray","China",2
392,"Nissin","Yakisoba Noodles Karashi","Tray","Japan",5
390,"Menraku","Curry Soba","Bowl","Japan",4
386,"US Canning","Fu Chang Chinese Noodle Company Pork Seafood","Tray","USA",0
384,"Nissin","Demae Iccho Tom Yam Goong Macaroni","Pack","Japan",4
377,"Sau Tao","Ho Fan Abalone Chicken","Bowl","Hong Kong",4
370,"Fuku","Superior Soup","Pack","Hong Kong",5
357,"Payless","Xtra Big Kalamansi Pancit Canton","Pack","Philippines",4
354,"Maruchan","Instant Lunch Chicken 35% Less Sodium","Cup","USA",3
351,"Nissin","Top Ramen Picante Beef","Pack","USA",3
340,"Shirakiku","Japanese Style Tokusen Shoyu","Pack","Japan",4
337,"Maruchan","Ramen Noodle Soup Creamy Chicken","Pack","USA",5
326,"Little Cook","TVP Curry Chicken","Bowl","Thailand",4
320,"Maruchan","Ramen Noodle Soup Spicy Picante Chicken","Pack","USA",4
317,"Maruchan","Yakisoba Cheddar Cheese","Tray","USA",4
311,"Vifon","Tasty Mushroom","Pack","Vietnam",2
300,"Wu Mu","Steam Spinach Ramen With Onion","Pack","Taiwan",5
293,"Tiger","Onion Flaver Rice Noodle","Bowl","Taiwan",0
291,"Nongshim","Shin Bowl","Bowl","South Korea",3
290,"Doll","Spicy Artificial Beef","Pack","Hong Kong",3
289,"Paldo","South Korean Broad Noodle","Pack","South Korea",2
286,"Myojo","Hyoubanya No Yakisoba Oriental","Tray","Japan",4
283,"Paldo","King Cup Kimchi Pot Stew","Cup","South Korea",4
281,"Mama","Oriental Kitchen Hot Spicy","Cup","Thailand",3
280,"Rhee Bros Assi","Rice Noodle Katsuo","Tray","South Korea",4
278,"Fortune","Udon Mushroom","Pack","USA",3
277,"Vina Acecook","Oh! Ricey Beef Rice Noodles","Pack","Vietnam",4
274,"Ve Wong","Kung Fu Artificial Soybean Paste","Pack","Taiwan",4
270,"Wu Mu","Dried Noodle With BBQ Pork","Pack","Taiwan",2
267,"Mama","Pork","Cup","Thailand",2
266,"Vina Acecook","Mi Lau Thai Shrimp","Pack","Vietnam",4
259,"Vina Acecook","Mi Lau Thai Seafood","Pack","Vietnam",4
254,"Vina Acecook","Daily Hot & Spicy Tom Yun","Pack","Vietnam",4
247,"Myojo","Udon Mushroom","Pack","Japan",3
246,"Mama","Artificial Pork Jumbo","Pack","Thailand",3
242,"Fashion Foods","Tom Klong","Bowl","Thailand",2
241,"Fu Chang Chinese Noodle Company","Hot & Spicy Beef","Tray","USA",4
238,"Nissin","Chow Noodles Tomato Basil","Bowl","USA",4
237,"Koka","Spicy Seafood Marinara","Bowl","Singapore",3
236,"Koka","Spicy Sesame","Pack","Singapore",5
232,"Indomie","Mi Goreng Jumbo Beef","Pack","Indonesia",5
228,"Vifon","Pho Ga Instant rice Noodle","Bowl","Vietnam",2
226,"Nissin","Chow Noodles Cheddar Cheese","Tray","USA",4
222,"Myojo","Udon Crab","Pack","Japan",3
220,"Wei Lih","Good Good Eat Super Ramen Original","Pack","Taiwan",3
218,"Maruchan","Yakisoba Sweet & Sour Chicken","Tray","USA",3
217,"Samyang","Bowl Noodle Kimchi","Bowl","South Korea",4
215,"Maruchan","Yakisoba Chicken","Tray","USA",2
214,"Maruchan","Yakisoba Teriyaki Beef","Tray","USA",2
213,"Nongshim","Bowl Noodle Spicy Artificial Lobster","Bowl","USA",4
209,"Nissin","Souper Meal Beef Flavor Minestrone","Bowl","USA",3
206,"Bon Go Jang","Deuchi Udon","Bowl","South Korea",3
203,"Nongshim","Bowl Noodle Hot & Spicy","Bowl","USA",2
199,"Samyang","Chinese Soybean Paste","Pack","South Korea",2
195,"Myojo","Chukazanmai Served Cool Sesame Flavored Rice Vinegar Sesame","Pack","Japan",3
189,"Nissin","Cup Noodles Manchurian","Cup","India",3
188,"Nongshim","Udon","Pack","South Korea",4
187,"Paldo","Hwa Ramyun Soy Peptide","Pack","South Korea",4
183,"Nissin","Bowl Noodles Hot & Spicy Chicken","Bowl","USA",2
181,"Kamfen","Noodle King Thin Wonton","Pack","China",2
179,"Mama","Kimchi","Pack","Thailand",3
178,"Mama","Oriental Style Clear Soup","Pack","Thailand",2
175,"Samyang","Cold Ramen With Ponytail Radish","Pack","South Korea",3
161,"Paldo","Green Tea Chlorella","Pack","South Korea",0
157,"Nissin","Sotanghon","Cup","Philippines",2
156,"Maruchan","Instant Lunch Cajun Style With chili Piquin Shrimp","Cup","USA",3
151,"Shirakiku","Japanese Style Tokusen Miso","Pack","Japan",3
149,"Maruchan","Akai Kitsune Udon","Bowl","Japan",4
147,"Higashi","Nagasaki Sara Udon","Pack","Japan",5
140,"Mama","Mi Goreng","Pack","Thailand",5
138,"Unif","100 Furong Shrimp",,"Taiwan",3
136,"Mama","Shrimp Creamy Tom Yum","Pack","Thailand",5
133,"Baijia","Hot & Sour Rice Noodle","Pack","China",0
125,"Shirakiku","Japanese Style Tokusen Karami","Pack","Japan",3
124,"Nissin","Yakisoba With Mayonnaise/Mustard Packet","Tray","Japan",5
122,"Doll","Shrimp Wonton","Pack","Hong Kong",4
121,"Ottogi","Bekse Curry","Pack","South Korea",4
120,"Samyang","Beef","Pack","South Korea",4
117,"Ottogi","Ramyonsari","Pack","South Korea",4
113,"Nongshim","Hooroorook","Pack","South Korea",4
108,"Teriyaki Time","Ramen","Bowl","USA",2
105,"Indomie","Special Fried Curly Noodle","Pack","Indonesia",5
104,"Maruchan","Ramen Noodle Soup Chicken","Pack","USA",2
103,"Ve Wong","Vegetarian Flavor","Pack","Taiwan",3
95,"Wei Lih","Artificial Beef Flavor","Pack","Taiwan",1
92,"Fashion Food","Tom Yum Seafood Creamy","Bowl","Thailand",2
83,"Nissin","Demae Ramen Spicy Flavor","Pack","Japan",2
74,"Nissin","Demae Ramen Shoyu","Pack","Japan",4
70,"Nissin","Demae Ramen XO Sauce Seafood","Pack","Japan",4
68,"Wei Lih","Jah Jan Mien Instant Noodle With Fried Soybean Paste","Pack","Taiwan",4
67,"Maruchan","Ramen Noodle Soup Lime Chili Shrimp","Pack","USA",2
66,"Maruchan","Ramen Noodle Soup Pork","Pack","USA",4
63,"Nissin","Souper Meal Chicken Flavor With Vegetable Medley","Bowl","Japan",3
60,"Maggi","Vegetable Atta Noodles Masala","Pack","India",2
58,"Ve Wong","A-One Bun Tom Shrimp","Pack","Taiwan",3
57,"Doll","Instant Fried Noodles With Chili Sauce","Tray","Hong Kong",3
56,"Doll","Instant Noodles With Sesame Oil & Soup Base","Pack","Hong Kong",1
55,"Hua Feng Noodle Expert","Favoury Pork Flavor","Pack","China",1
54,"Hua Feng Noodle Expert","Spicy Seafood Flavor","Pack","China",3
53,"Indomie","Chicken","Cup","Indonesia",2
52,"Indomie","Chicken Curry","Pack","Indonesia",4
51,"Indomie","Curly Noodles With Grilled Chicken","Pack","Indonesia",5
50,"Indomie","Mi Goreng","Pack","Indonesia",5
48,"Indomie","Shrimp Flavor","Pack","Indonesia",3
47,"Indomie","Mi Goreng Jumbo Barbecue Chicken","Pack","Indonesia",5
46,"Indomie","Mi Goreng Jumbo Meatball","Pack","Indonesia",3
45,"Indomie","Mi Goreng Sate","Pack","Indonesia",5
43,"Kim Ve Wong","Jaopai Series: Vegetarian Instant Noodles","Bowl","Taiwan",0
40,"Lucky Me!","Pancit Canton Chili Mansi","Pack","Philippines",3
39,"Lucky Me!","Supreme Bulalo Flavor","Bowl","Philippines",3
38,"Lucky Me!","Pancit Canton Citrus Flavor","Pack","Philippines",3
37,"Lucky Me!","Pancit Canton Hot Chili Flavor","Pack","Philippines",3
36,"Lucky Me!","Itnok","Pack","Philippines",3
35,"Mama","Chand Clear Soup","Pack","Thailand",3
34,"Maruchan","Ramen Noodle Soup Shrimp","Pack","USA",2
31,"Myojo","Ippeichan Yakisoba","Tray","Japan",4
30,"Myojo","Special Duck","Pack","Japan",1
28,"Nissin","Chikin Ramen","Pack","Japan",5
27,"Nissin","Demae Ramen Curry Flavor","Pack","Japan",4
26,"Nissin","Soba Noodles With Mayo Mustard Squirt","Pack","Japan",4
25,"Nissin","Demae Ramen Spicy Flavor","Pack","Japan",3
24,"Nissin","Demae Ramen Spicy Seafood With Chili Pepper","Pack","Japan",2
21,"Nongshim","Champong Oriental Noodles","Pack","South Korea",4
19,"Nongshim","Shin Ramyun","Pack","South Korea",4
13,"Sapporo Ichiban","Chow Mein","Pack","Japan",5
11,"Six Fortune","Chicken Flavor Instant Soup Noodle","Pack","South Korea",2
9,"Sutah","Cup Noodle","Cup","South Korea",2
8,"Tung-I","Chinese Beef Instant Rice Noodle","Pack","Taiwan",3
7,"Ve Wong","Mushroom Pork","Pack","Vietnam",1
4,"Wai Wai","Oriental Style Instant Noodles","Pack","Thailand",1
3,"Wai Wai","Tom Yum Shrimp","Pack","Thailand",2
2,"Wai Wai","Tom Yum Chili Flavor","Pack","Thailand",2
