"dep","dest","sYear","smonth","sdate","class"
"HND","SPK","2017","09","24","Y"
"NGO","OKA","2016","05","14","Y"
"NGO","OKA","2016","05","14","Y"
"NGO","OKA","2016","05","21","Y"
"NGO","OKA","2016","07","09","Y"
"NGO","OKA","2016","05","21","Y"
"OKA","NGO","2016","07","16","Y"
"OKA","NGO","2016","07","17","Y"
"OKA","NGO","2016","07","18","Y"
"NGO","OKA","2016","07","18","Y"
"NGO","SPK","2016","07","16","Y"
"NGO","SPK","2016","07","16","Y"
"NGO","SDJ","2016","05","28","Y"
"NGO","SDJ","2016","05","29","Y"
"SDJ","NGO","2016","05","29","Y"
"SDJ","NGO","2016","05","29","Y"
"NGO","MMY","2016","05","18","Y"
"NGO","ISG","2016","05","18","Y"
"NGO","ISG","2016","05","18","Y"
"HND","OKA","2016","05","18","Y"
"HND","OKA","2016","05","19","Y"
"NGO","OKA","2016","05","18","Y"
"NGO","OKA","2016","05","18","S"
"OKA","NGO","2016","05","18","S"
"OKA","NGO","2016","05","19","S"
"NGO","MMY","2016","05","18","Y"
"NGO","SPK","2016","07","27","Y"
"NGO","SPK","2016","07","27","S"
"NGO","SPK","2016","07","28","S"
"NGO","SPK","2016","07","27","S"
"NGO","SPK","2016","07","27","Y"
"HND","FUK","2018","02","28","Y"
"KIX","HND","2018","01","15","Y"
"KIX","HND","2018","02","08","Y"
"HND","KIX","2018","03","15","Y"
"KIX","HND","2018","03","15","Y"
"KIX","HND","2018","01","18","Y"
"HND","KIX","2018","01","18","Y"
"HND","KMQ","2018","02","08","Y"
"KMQ","HND","2018","04","21","Y"
"KMQ","HND","2018","03","24","Y"
"KMQ","HND","2018","04","21","Y"
"KMQ","HND","2018","04","22","Y"
"HND","KMQ","2018","04","22","Y"
"HND","NGO","2018","04","28","Y"
"HND","NGO","2018","04","28","Y"
"HND","KMQ","2018","04","20","Y"
"HND","KMQ","2018","04","20","Y"
"HND","KMQ","2018","04","20","S"
"HND","KMQ","2018","04","27","Y"
"HND","KMQ","2018","04","27","Y"
"HND","KMQ","2018","04","20","Y"
"HND","KMQ","2018","04","20","Y"
"HND","NGO","2018","07","04","Y"
"HND","NGO","2018","07","05","Y"
"HND","NGO","2018","07","05","Y"
"NGO","SDJ","2018","10","06","Y"
"HND","KMQ","2018","09","19","Y"
"KMQ","HND","2018","09","19","Y"
"KMQ","HND","2018","09","20","Y"
"KMQ","HND","2018","09","21","Y"
"HND","KMQ","2018","09","27","Y"
"HND","KMQ","2018","09","28","Y"
"HND","KMQ","2018","09","28","Y"
"HND","KMQ","2018","12","04","Y"
"HND","KMQ","2018","12","04","Y"
"HND","KMQ","2018","12","05","Y"
"HND","KMQ","2018","12","05","Y"
"HND","KMQ","2018","12","05","Y"
"HND","KMQ","2018","12","05","Y"
"HND","KMQ","2018","12","04","Y"
"KMQ","HND","2018","12","07","Y"
"KMQ","HND","2018","12","07","Y"
"HND","KMQ","2018","12","04","Y"
"KMQ","HND","2018","12","07","Y"
"KMQ","HND","2018","12","07","Y"
"KMQ","HND","2018","11","25","Y"
"KMQ","HND","2018","11","26","Y"
"HND","KMQ","2018","11","26","Y"
"HND","KMQ","2018","12","04","Y"
"HND","KMQ","2018","12","04","Y"
"HND","KMQ","2018","12","04","Y"
"NRT","KMQ","2018","12","04","Y"
"HND","KMQ","2019","02","04","Y"
"KMQ","HND","2019","02","04","Y"
"HND","KMQ","2019","02","04","Y"
"KMQ","HND","2019","02","04","Y"
"KMQ","HND","2019","02","06","Y"
"HND","KMQ","2019","02","06","Y"
"HND","KMQ","2019","02","04","Y"
"HND","KMQ","2018","04","27","Y"
"KMQ","HND","2018","04","27","Y"
"KMQ","HND","2018","11","23","Y"
"HND","OKA","2015","09","19","Y"
"HND","FUK","2015","04","06","Y"
"HND","FUK","2015","04","04","Y"
"HND","FUK","2015","04","05","Y"
"HND","FUK","2015","04","05","Y"
"HND","FUK","2015","04","05","Y"
"FUK","KIX","2015","05","15","Y"
"FUK","HND","2015","06","21","Y"
"HND","FUK","2015","05","01","Y"
"HND","FUK","2015","05","02","Y"
"HND","FUK","2015","05","01","Y"
"HND","NGO","2015","05","19","Y"
"HND","FUK","2015","04","05","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","S"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","07","Y"
"HND","FUK","2015","05","01","Y"
"FUK","ITM","2015","05","15","Y"
"HND","FUK","2015","04","05","Y"
"HND","FUK","2015","04","05","Y"
"FUK","HND","2015","05","18","Y"
"FUK","HND","2015","05","06","Y"
"FUK","HND","2015","05","07","Y"
"FUK","SDJ","2015","05","07","Y"
"HND","FUK","2015","04","14","Y"
"FUK","HND","2015","04","14","Y"
"FUK","HND","2015","06","21","Y"
"HND","FUK","2015","06","30","Y"
"FUK","HND","2015","05","07","Y"
"FUK","HND","2015","05","18","Y"
"HND","FUK","2015","05","01","Y"
"HND","FUK","2015","05","01","Y"
"HND","FUK","2015","05","01","Y"
"HND","HSG","2015","05","01","Y"
"HND","FUK","2015","05","01","Y"
"HND","FUK","2015","05","01","Y"
"HND","FUK","2015","05","01","Y"
"HND","FUK","2015","05","01","Y"
"HND","KIX","2015","05","01","Y"
"HND","ITM","2015","05","01","Y"
"HND","FUK","2015","05","01","Y"
"HND","HSG","2015","05","01","Y"
"NGO","FUK","2015","07","18","Y"
"NGO","FUK","2015","07","18","Y"
"FUK","HND","2015","06","21","Y"
"FUK","HND","2015","06","21","Y"
"FUK","NRT","2015","05","06","Y"
"FUK","ITM","2015","05","06","Y"
"ITM","HND","2015","05","06","Y"
"HND","FUK","2015","04","04","Y"
"HND","FUK","2015","04","05","Y"
"HND","HSG","2015","04","05","Y"
"HND","FUK","2015","04","05","Y"
"FUK","NGO","2015","07","02","Y"
"NGO","FUK","2015","06","17","Y"
"FUK","NGO","2015","06","17","Y"
"NGO","FUK","2015","06","17","Y"
"HND","FUK","2015","07","20","Y"
"FUK","NGO","2015","07","02","Y"
"HND","FUK","2015","04","14","Y"
"NGO","FUK","2015","08","17","Y"
"FUK","OKA","2015","08","01","Y"
"NGO","FUK","2015","04","13","Y"
"HND","FUK","2015","04","15","Y"
"HND","FUK","2015","05","01","Y"
"FUK","NGO","2015","07","02","Y"
"FUK","HND","2015","07","14","Y"
"NGO","FUK","2015","08","03","Y"
"OKA","NGS","2015","04","26","Y"
"NGS","OKA","2015","04","26","Y"
"FUK","NGO","2015","04","12","Y"
"NGO","FUK","2015","04","12","Y"
"NGO","FUK","2015","04","13","Y"
"NGO","FUK","2015","08","02","Y"
"NGO","FUK","2015","08","03","Y"
"HND","FUK","2015","04","04","Y"
"HND","FUK","2015","04","05","Y"
"FUK","KIX","2015","05","28","Y"
"HND","FUK","2015","04","03","Y"
"FUK","NGO","2015","07","02","Y"
"HND","FUK","2015","04","03","Y"
"HND","FUK","2015","04","04","Y"
"HND","FUK","2015","04","05","Y"
"FUK","HND","2015","07","14","Y"
"HND","FUK","2015","07","14","Y"
"HND","FUK","2015","04","04","Y"
"HND","FUK","2015","04","05","Y"
"HND","FUK","2015","10","13","Y"
"HND","FUK","2015","08","22","Y"
"HND","FUK","2015","08","22","Y"
"HND","FUK","2015","08","22","Y"
"FUK","ITM","2015","10","24","Y"
"FUK","ITM","2015","10","16","Y"
"FUK","KIX","2015","10","16","Y"
"HND","FUK","2015","09","09","Y"
"HND","FUK","2015","09","10","Y"
"HND","FUK","2015","10","13","Y"
"FUK","NGO","2015","08","30","Y"
"NGO","FUK","2015","07","18","Y"
"FUK","OKA","2015","08","15","Y"
"FUK","HND","2015","10","11","Y"
"HND","FUK","2015","09","09","Y"
"HND","FUK","2015","09","09","Y"
"FUK","KIJ","2015","08","25","Y"
"FUK","NGO","2015","08","24","Y"
"FUK","NGO","2015","08","30","Y"
"HND","FUK","2015","08","22","Y"
"FUK","ITM","2015","10","24","Y"
"FUK","ITM","2015","10","23","Y"
"FUK","ITM","2015","10","24","Y"
"FUK","ITM","2015","10","25","Y"
"FUK","ITM","2015","10","26","Y"
"FUK","ITM","2015","10","27","Y"
"FUK","ITM","2015","10","28","Y"
"FUK","ITM","2015","10","27","Y"
"FUK","ITM","2015","10","26","Y"
"FUK","ITM","2015","10","25","Y"
"FUK","ITM","2015","10","24","Y"
"HND","FUK","2015","08","21","Y"
"HND","FUK","2015","08","21","Y"
"HND","FUK","2015","08","22","Y"
"HND","FUK","2015","08","21","Y"
"ITM","FUK","2015","10","26","Y"
"HND","FUK","2015","10","30","Y"
"FUK","HND","2016","01","02","Y"
"ITM","FUK","2015","10","18","Y"
"ITM","FUK","2015","10","17","Y"
"ITM","FUK","2015","10","18","Y"
"ITM","FUK","2015","10","17","Y"
"ITM","FUK","2015","10","18","Y"
"FUK","HND","2016","01","02","Y"
"FUK","NRT","2016","01","02","Y"
"FUK","HND","2016","01","02","Y"
"FUK","HND","2016","01","02","Y"
"ITM","FUK","2016","01","13","Y"
"ITM","FUK","2016","01","13","Y"
"FUK","HND","2016","01","02","Y"
"FUK","HND","2016","01","01","Y"
"FUK","HND","2016","01","02","Y"
"FUK","HND","2016","01","29","Y"
"HND","FUK","2016","01","30","Y"
"HND","FUK","2015","11","12","Y"
"FUK","HND","2015","09","16","Y"
"FUK","HND","2016","01","29","Y"
"ITM","FUK","2016","01","13","Y"
"ITM","FUK","2016","01","13","Y"
"FUK","HND","2016","02","02","Y"
"FUK","HND","2016","01","02","Y"
"ITM","FUK","2016","01","27","Y"
"ITM","FKS","2016","01","27","Y"
"FKS","ITM","2016","01","27","Y"
"ITM","FUK","2016","01","27","Y"
"FUK","HND","2016","01","02","Y"
"FUK","HND","2016","02","02","Y"
"HND","FUK","2016","02","02","Y"
"FUK","HND","2016","01","30","Y"
"KOJ","KMQ","2015","04","06","Y"
"FUK","KMQ","2015","04","06","Y"
"FUK","KMQ","2015","04","06","Y"
"FUK","KMQ","2015","04","06","Y"
"FUK","KMQ","2015","04","06","Y"
"FUK","KMQ","2015","04","06","Y"
"KMQ","FUK","2015","04","06","Y"
"FUK","KMQ","2015","04","13","Y"
"KMQ","FUK","2015","04","13","Y"
"KMQ","FUK","2015","04","13","Y"
"FUK","KMQ","2015","04","10","Y"
"KMQ","FUK","2015","04","10","Y"
"FUK","KMQ","2015","04","08","Y"
"FUK","KMQ","2015","04","09","Y"
"FUK","KMQ","2015","04","08","Y"
"KMQ","FUK","2015","04","08","Y"
"KMQ","FUK","2015","04","09","Y"
"KMQ","FUK","2015","04","09","Y"
"KMQ","FUK","2015","04","09","Y"
"ITM","KOJ","2015","04","09","Y"
"KMQ","FUK","2015","04","07","Y"
"KMQ","FUK","2015","04","06","Y"
"FUK","KMQ","2015","04","06","Y"
"KOJ","KMQ","2015","04","06","Y"
"KMQ","KOJ","2015","04","07","Y"
"KOJ","ITM","2017","03","18","Y"
"KOJ","ITM","2017","03","18","Y"
"KOJ","ITM","2017","03","18","Y"
"KOJ","ITM","2017","03","18","Y"
"KOJ","ITM","2017","03","18","Y"
"KOJ","ITM","2017","03","18","Y"
"ITM","KOJ","2017","03","20","Y"
"ITM","KOJ","2017","03","20","Y"
"KOJ","ITM","2017","03","18","Y"
"KOJ","ITM","2017","03","18","Y"
"KOJ","ITM","2017","03","18","Y"
"ITM","KOJ","2017","03","18","Y"
"ITM","KOJ","2017","03","19","Y"
"ITM","KOJ","2017","03","20","Y"
"ITM","KOJ","2017","03","20","Y"
"ITM","KOJ","2017","03","20","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"KOJ","ITM","2017","05","23","Y"
"HND","KOJ","2017","05","24","Y"
"HND","KOJ","2017","05","24","Y"
"HND","KOJ","2017","05","24","Y"
"HND","KOJ","2017","05","25","Y"
"HND","KOJ","2017","05","25","Y"
"HND","KOJ","2017","08","24","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"KOJ","HND","2017","11","11","Y"
"KOJ","HND","2017","11","11","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"HND","KOJ","2017","11","12","Y"
"KOJ","KMQ","2015","04","06","Y"
"KOJ","KMQ","2015","04","06","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"KOJ","HND","2018","01","12","Y"
"KOJ","HND","2018","01","12","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"HND","KOJ","2017","12","25","Y"
"KOJ","HND","2018","03","24","Y"
"KOJ","HND","2018","03","24","Y"
"FUK","ITM","2015","04","03","Y"
"FUK","ITM","2015","04","03","S"
"FUK","ITM","2015","04","03","Y"
"OKA","ITM","2015","04","26","Y"
"KMI","ITM","2015","04","27","Y"
"OKA","KMI","2015","04","27","Y"
"OKA","FUK","2015","04","26","Y"
"OKA","FUK","2015","04","26","S"
"OKA","ITM","2015","04","26","Y"
"OKA","ITM","2015","04","26","Y"
"OKA","ITM","2015","04","26","S"
"ITM","KMI","2015","04","26","Y"
"HND","OKA","2015","04","24","Y"
"HND","OKA","2015","04","24","S"
"ITM","SPK","2015","05","13","S"
"ITM","SPK","2015","05","13","S"
"OKA","ITM","2015","04","26","Y"
"ITM","KMI","2015","04","26","Y"
"OKA","ITM","2015","04","26","S"
"OKA","ITM","2015","04","26","S"
"OKA","FUK","2015","04","26","Y"
"FUK","KMI","2015","04","26","Y"
"FUK","KMI","2015","04","26","Y"
"FUK","KMI","2015","04","26","Y"
"ITM","SPK","2015","05","13","S"
"ITM","SPK","2015","05","13","S"
"HND","OKA","2015","04","24","Y"
"HND","OKA","2015","04","24","S"
"OKA","ITM","2015","04","26","S"
"OKA","ITM","2015","04","26","S"
"ITM","SPK","2015","05","13","Y"
"FUK","ITM","2015","04","03","Y"
"ITM","FUK","2015","04","13","Y"
"ITM","FUK","2015","04","17","Y"
"FUK","ITM","2015","05","13","Y"
"FUK","ITM","2015","05","13","S"
"ITM","FUK","2015","05","13","S"
"ITM","SPK","2015","05","13","Y"
"ITM","SPK","2015","05","13","Y"
"ITM","SPK","2015","05","13","Y"
"ITM","SPK","2015","05","13","S"
"ITM","SPK","2015","05","13","S"
"ITM","SPK","2015","07","17","Y"
"ITM","HKD","2015","07","17","Y"
"KIX","HKD","2015","07","17","Y"
"KIX","HKD","2015","07","17","Y"
"KIX","HKD","2015","07","17","S"
"FUK","ITM","2015","04","03","Y"
"ITM","FUK","2015","06","30","Y"
"ITM","FUK","2015","04","18","Y"
"FUK","ITM","2015","04","18","Y"
"OKA","ITM","2015","04","26","Y"
"OKA","ITM","2015","04","26","S"
"OKA","ITM","2015","04","26","S"
"FUK","ITM","2015","04","18","Y"
"FUK","SDJ","2015","06","27","Y"
"KMJ","SPK","2015","08","22","Y"
"ITM","NGS","2015","07","03","Y"
"ITM","NGS","2015","07","04","Y"
"NGS","ITM","2015","07","04","Y"
"ITM","FUK","2015","04","19","Y"
"NGS","SPK","2015","05","14","Y"
"HND","FUK","2015","06","30","Y"
"ITM","NGS","2015","07","03","Y"
"FUK","ITM","2015","06","20","Y"
"ITM","FUK","2015","06","29","Y"
"ITM","FUK","2015","06","30","Y"
"ITM","SPK","2015","05","13","Y"
"ITM","SPK","2015","05","13","S"
"ITM","SPK","2015","05","13","S"
"ITM","FUK","2015","06","03","Y"
"OKA","KMI","2015","04","26","Y"
"ITM","FUK","2015","05","26","Y"
"ITM","SPK","2015","05","13","Y"
"ITM","SPK","2015","05","13","S"
"ITM","SPK","2015","05","13","Y"
"ITM","SPK","2015","05","13","Y"
"ITM","SPK","2015","05","13","Y"
"KIX","SPK","2015","05","13","Y"
"HND","ITM","2015","05","06","Y"
"HND","ITM","2015","05","06","S"
"KOJ","ITM","2015","05","20","Y"
"SPK","FUK","2015","05","17","S"
"SPK","FUK","2015","05","17","S"
"SPK","FUK","2015","05","17","S"
"FUK","OKA","2015","06","23","Y"
"OKA","ITM","2015","04","26","Y"
"ITM","KMI","2015","04","26","Y"
"KOJ","ITM","2015","04","22","Y"
"KOJ","ITM","2015","04","22","Y"
"KOJ","ITM","2015","05","20","Y"
"KOJ","ITM","2015","05","20","Y"
"ITM","FUK","2015","06","30","Y"
"OKA","ITM","2015","04","26","S"
"OKA","ITM","2015","04","26","Y"
"OKA","ITM","2015","04","26","S"
"OKA","ITM","2015","04","26","S"
"OKA","ITM","2015","04","26","Y"
"OKA","ITM","2015","04","26","S"
"KIX","FUK","2015","06","25","Y"
"KIX","FUK","2015","06","25","Y"
"FUK","ITM","2015","06","06","Y"
"KOJ","ITM","2015","05","18","Y"
"KOJ","ITM","2015","05","19","Y"
"KOJ","ITM","2015","05","20","Y"
"KOJ","ITM","2015","05","20","Y"
"SPK","FUK","2015","05","21","Y"
"SPK","FUK","2015","05","17","S"
"KOJ","ITM","2015","04","10","Y"
"ITM","SPK","2015","05","13","S"
"ITM","SPK","2015","05","13","S"
"OKA","ITM","2015","07","24","Y"
"OKA","KIX","2015","07","24","Y"
"SPK","FUK","2015","05","17","S"
"SPK","FUK","2015","05","17","S"
"FUK","OKA","2015","06","23","Y"
"FUK","OKA","2015","06","23","Y"
"FUK","ITM","2015","04","03","Y"
"FUK","ITM","2015","04","03","Y"
"FUK","ITM","2015","04","03","Y"
"KOJ","ITM","2015","07","07","Y"
"OKA","ITM","2015","04","24","Y"
"OKA","KIX","2015","04","24","Y"
"OKA","KIX","2015","04","25","Y"
"ITM","FUK","2015","06","22","Y"
"FUK","ITM","2015","04","03","Y"
"FUK","KIX","2015","04","03","Y"
"KMI","ITM","2015","04","27","Y"
"ITM","SPK","2015","05","13","Y"
"ITM","FUK","2015","06","25","Y"
"KIX","FUK","2015","06","25","Y"
"KIX","FUK","2015","06","25","Y"
"ITM","FUK","2015","06","25","Y"
"KMI","ITM","2015","04","28","Y"
"KMI","ITM","2015","04","28","Y"
"KMI","ITM","2015","04","28","Y"
"KOJ","ITM","2015","05","20","Y"
"OKA","KMI","2015","04","26","Y"
"FUK","KMI","2015","04","26","Y"
"FUK","KMI","2015","04","26","Y"
"FUK","KMI","2015","04","26","Y"
"HND","OKA","2015","04","24","S"
"HND","OKA","2015","04","24","S"
"ITM","NGS","2015","07","03","Y"
"OKA","KMI","2015","04","26","Y"
"ITM","FUK","2015","08","10","Y"
"KMI","ITM","2015","04","27","Y"
"KMI","ITM","2015","04","27","S"
"KMI","ITM","2015","04","27","S"
"OKA","ITM","2015","07","24","Y"
"OKA","ITM","2015","07","24","S"
"OKA","ITM","2015","07","24","S"
"OKA","KIX","2015","07","24","Y"
"OKA","KIX","2015","07","24","S"
"KIX","OKA","2015","07","24","S"
"OKA","KIX","2015","07","24","S"
"OKA","ITM","2015","07","24","Y"
"OKA","ITM","2015","07","24","S"
"OKA","ITM","2015","07","24","S"
"FUK","KIX","2015","07","25","Y"
"ITM","KOJ","2015","06","10","S"
"ITM","KOJ","2015","06","10","S"
"OKA","ITM","2015","07","25","Y"
"OKA","ITM","2015","07","25","Y"
"ITM","SPK","2015","04","11","Y"
"KIX","SPK","2015","04","11","Y"
"KIX","FUK","2015","07","26","Y"
"KIX","FUK","2015","07","26","Y"
"OKA","ITM","2015","07","24","Y"
"FUK","OKA","2015","07","22","Y"
"FUK","OKA","2015","07","22","Y"
"OKA","ITM","2015","07","24","Y"
"OKA","KIX","2015","07","24","Y"
"FUK","ITM","2015","05","01","Y"
"FUK","ITM","2015","05","02","Y"
"OKA","ITM","2015","07","24","Y"
"OKA","ITM","2015","07","24","S"
"OKA","ITM","2015","07","24","S"
"OKA","KMJ","2015","07","24","S"
"OKA","KMJ","2015","07","24","Y"
"OKA","ITM","2015","07","24","Y"
"OKA","ITM","2015","07","24","Y"
"OKA","ITM","2015","07","24","Y"
"ITM","KOJ","2015","06","10","Y"
"NRT","ITM","2015","09","07","Y"
"OKA","ITM","2015","07","23","Y"
"OKA","UKB","2015","07","23","Y"
"OKA","ITM","2015","07","23","Y"
"ITM","OKA","2015","07","23","Y"
"OKA","ITM","2015","04","26","Y"
"OKA","KMI","2015","04","26","Y"
"OKA","KMI","2015","04","26","Y"
"ITM","KOJ","2015","06","10","S"
"ITM","KOJ","2015","06","10","S"
"KIX","FUK","2015","04","13","Y"
"FUK","ITM","2015","04","03","Y"
"FUK","ITM","2015","07","31","Y"
"FUK","ITM","2015","08","01","Y"
"FUK","ITM","2015","07","31","Y"
"FUK","ITM","2015","08","01","Y"
"FUK","ITM","2015","08","02","Y"
"FUK","ITM","2015","08","03","Y"
"ITM","FUK","2015","07","16","Y"
"FUK","ITM","2015","08","25","Y"
"ITM","FUK","2015","08","10","Y"
"FUK","ITM","2015","08","10","Y"
"FUK","ITM","2015","08","11","Y"
"ITM","OKA","2015","08","30","Y"
"ITM","NRT","2015","09","07","Y"
"KIX","HND","2015","09","07","Y"
"OKA","ITM","2015","07","24","Y"
"OKA","FUK","2015","07","24","Y"
"ITM","NRT","2015","09","07","Y"
"ITM","NRT","2015","09","07","S"
"ITM","NRT","2015","09","07","Y"
"ITM","NRT","2015","09","07","Y"
"ITM","NRT","2015","09","07","S"
"ITM","NRT","2015","09","07","Y"
"ITM","FUK","2015","09","19","Y"
"FUK","ITM","2015","09","19","Y"
"FUK","ITM","2015","09","20","Y"
"FUK","ITM","2015","09","21","Y"
"FUK","ITM","2015","09","22","Y"
"FUK","ITM","2015","09","23","Y"
"ITM","FUK","2015","09","23","Y"
"FUK","OKA","2015","07","22","Y"
"KMJ","ITM","2015","09","19","Y"
"KMJ","ITM","2015","09","18","Y"
"KMJ","ITM","2015","09","19","Y"
"KIX","HND","2015","07","26","Y"
"FUK","ITM","2015","09","19","Y"
"KMJ","ITM","2015","09","19","Y"
"ITM","FUK","2015","10","12","Y"
"ITM","OKA","2015","09","14","Y"
"KIX","OKA","2015","09","14","Y"
"FUK","ITM","2015","08","25","Y"
"FUK","ITM","2015","10","11","Y"
"FUK","ITM","2015","09","26","Y"
"FUK","KIX","2015","09","26","Y"
"ITM","FUK","2015","08","10","Y"
"ITM","HND","2015","09","21","Y"
"ITM","HND","2015","09","22","Y"
"HND","ITM","2015","09","22","Y"
"FUK","KIX","2015","09","19","Y"
"FUK","ITM","2015","09","19","Y"
"FUK","ITM","2015","09","20","Y"
"FUK","ITM","2015","09","19","Y"
"FUK","ITM","2015","09","19","S"
"FUK","ITM","2015","09","19","Y"
"FUK","ITM","2015","09","19","S"
"ITM","OKA","2015","08","26","Y"
"ITM","OKA","2015","08","26","S"
"FUK","ITM","2015","08","22","Y"
"FUK","ITM","2015","07","27","Y"
"ITM","OKA","2015","08","30","Y"
"KIX","OKA","2015","08","30","Y"
"OKA","ITM","2015","07","24","Y"
"OKA","KIX","2015","07","24","Y"
"ITM","KOJ","2015","11","03","Y"
"FUK","ITM","2015","07","31","Y"
"FUK","ITM","2015","07","31","Y"
"FUK","ITM","2015","09","19","Y"
"FUK","ITM","2015","09","18","Y"
"ITM","FUK","2015","10","12","Y"
"ITM","FUK","2015","10","12","Y"
"FUK","ITM","2015","09","18","Y"
"NRT","ITM","2015","09","12","Y"
"NRT","ITM","2015","09","12","S"
"HND","ITM","2015","09","12","Y"
"OKA","ITM","2015","07","24","Y"
"OKA","ITM","2015","07","24","S"
"OKA","KIX","2015","07","24","S"
"OKA","KIX","2015","07","24","S"
"OKA","KIX","2015","07","24","S"
"OKA","KIX","2015","07","24","Y"
"OKA","UKB","2015","07","24","Y"
"OKA","FUK","2015","07","24","Y"
"FUK","ITM","2015","08","22","Y"
"ITM","HND","2015","11","08","Y"
"ITM","HND","2015","11","08","Y"
"ITM","HND","2015","11","08","S"
"FUK","ITM","2015","08","22","Y"
"FUK","NRT","2015","09","08","Y"
"FUK","NRT","2015","09","08","Y"
"ITM","KOJ","2015","10","07","Y"
"OKA","FUK","2015","09","27","Y"
"ITM","OKA","2015","09","27","Y"
"OKA","ITM","2015","07","24","Y"
"OKA","KIX","2015","07","24","Y"
"OKA","KIX","2015","07","25","Y"
"OKA","KIX","2015","07","25","S"
"OKA","KIX","2015","07","25","Y"
"OKA","KIX","2015","07","24","Y"
"OKA","KIX","2015","07","24","Y"
"ITM","FUK","2015","10","12","Y"
"KIX","FUK","2015","10","12","Y"
"ITM","FUK","2015","10","12","Y"
"FUK","OKA","2015","08","31","Y"
"ITM","FUK","2015","10","12","Y"
"OKA","FUK","2015","09","02","Y"
"FUK","ITM","2015","09","23","S"
"FUK","KIX","2015","09","23","S"
"KIX","FUK","2015","09","23","S"
"ITM","FUK","2015","09","23","S"
"ITM","FUK","2015","09","24","S"
"ITM","FUK","2015","09","24","Y"
"ITM","NGS","2015","12","04","Y"
"ITM","FUK","2015","12","06","Y"
"ITM","FUK","2015","12","06","Y"
"OKA","KIX","2015","10","31","Y"
"OKA","KIX","2015","10","31","S"
"OKA","KIX","2015","10","31","S"
"OKA","ITM","2015","07","24","Y"
"OKA","KIX","2015","07","24","Y"
"NGS","ITM","2015","12","04","Y"
"HND","FUK","2015","10","23","Y"
"HND","HSG","2015","10","23","Y"
"ITM","SPK","2015","08","13","Y"
"ITM","SPK","2015","08","13","S"
"ITM","SPK","2015","08","13","Y"
"SPK","ITM","2015","08","13","Y"
"SPK","ITM","2015","08","14","Y"
"SPK","ITM","2015","08","15","Y"
"SPK","ITM","2015","08","16","Y"
"SPK","KIX","2015","08","16","Y"
"SPK","KIX","2015","08","16","S"
"HND","ITM","2015","11","13","Y"
"HND","ITM","2015","11","13","Y"
"HND","ITM","2015","11","13","S"
"ITM","KOJ","2015","10","07","Y"
