"MarketPlace","product_category","product_title","star_rating","verified_purchase","helpful_vote"
"UK","Mobile_Apps","The Rise of Atlantis",2,"Y",3
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"US","Toys","Barbie Collector Hunger Games Katniss Everdeen Doll",5,"Y",0
"US","Mobile_Apps","Eternium: Mage and Minions",5,"Y",0
"DE","Digital_Music_Purchase","Moon Landing (Deluxe Edition)",3,"N",0
"US","Mobile_Apps","Angry Birds Go!",5,"Y",0
"US","Mobile_Apps","Might and Magic Clash of Heroes",4,"N",0
"US","Mobile_Apps","Twitter",5,"Y",0
"US","Mobile_Apps","Minecraft",5,"Y",0
"US","Mobile_Apps","Pirate Adventures 2: Ghost Island",5,"Y",0
"US","Digital_Music_Purchase","The Heist [Explicit]",5,"N",0
"US","Mobile_Apps","Doctor Who: Legacy",5,"Y",0
"DE","Mobile_Apps","Ichi",5,"Y",1
"US","Mobile_Apps","Twitch",5,"Y",0
"US","Mobile_Apps","Grim Legends: The Forsaken Bride",5,"Y",0
"UK","Toys","LEGO Star Wars 9509: Advent Calendar (2012 version)",5,"Y",0
"US","Toys","Uncle Milton Radio Control Tarantula",1,"Y",0
"US","Mobile_Apps","Guess The Emoji",4,"Y",0
"DE","PC","Intel Core I7-2600K LGA1155 Desktop boxed Prozessor (8M Cache, up to 3,80 GHz, 3400MHz)",5,"Y",2
"US","Mobile_Apps","Angry Birds Free",4,"Y",0
"US","PC","Intel Core i7-2600K Quad-Core Processor 3.4 Ghz 8 MB Cache LGA 1155 - BX80623I72600K",5,"Y",0
"US","Mobile_Apps","Bible",4,"Y",0
"US","Mobile_Apps","CSI: Hidden Crimes",1,"Y",0
"US","Mobile_Apps","Pinterest",1,"Y",1
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","REBALL (Pro)",5,"Y",0
"US","Mobile_Apps","Solitaire",4,"Y",0
"US","Mobile_Apps","Yahoo Mail – Keeps you organized!",4,"Y",1
"UK","Mobile_Apps","ES File Explorer File Manager",5,"Y",0
"US","Mobile_Apps","My Talking Tom",5,"Y",1
"US","Mobile_Apps","Can You Escape",5,"Y",0
"US","Mobile_Apps","Call of Duty®: Heroes",5,"Y",0
"US","Mobile_Apps","My Horse",5,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",1
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",0
"US","Mobile_Apps","9 Clues: The Secret of Serpent Creek",5,"Y",1
"US","Toys","Schleich Giant Turtle",4,"N",1
"US","Mobile_Apps","Duolingo: Learn Languages Free",5,"Y",0
"US","Mobile_Apps","Bardbarian - Golden Lute Edition",5,"Y",1
"DE","Digital_Music_Purchase","An Awesome Wave",5,"Y",0
"US","Mobile_Apps","Letters From Nowhere®: A Hidden Object Mystery",2,"Y",0
"US","Digital_Music_Purchase","Magic",5,"Y",1
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,"Y",0
"US","Mobile_Apps","Spider Solitaire Pro",5,"Y",0
"UK","Mobile_Apps","Star Traders RPG Elite",4,"Y",5
"US","Toys","LEGO Friends Olivia's Tree House 3065",3,"Y",6
"US","Mobile_Apps","MoboPlayer",2,"Y",0
"UK","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",4
"US","Mobile_Apps","Order & Chaos Online",4,"Y",0
"US","Mobile_Apps","101-in-1 Games",4,"Y",0
"US","Mobile_Apps","Candy Crush Saga",4,"Y",0
"UK","Mobile_Apps","The Room Two (Kindle Tablet Edition)",1,"Y",2
"US","Toys","Takenoko Board Game",5,"Y",0
"US","Mobile_Apps","Guess The Emoji",4,"Y",0
"UK","Toys","LEGO Friends 3930: Stephanie's Outdoor Bakery",5,"Y",0
"US","Toys","Schleich Male Gorilla Toy Figure",5,"Y",0
"US","Mobile_Apps","Bag It!",5,"Y",0
"US","Mobile_Apps","DEER HUNTER CLASSIC",3,"Y",0
"US","Shoes","KEEN Men's Newport Sandal",5,"Y",0
"US","Mobile_Apps","Virtual City Playground®: Building Tycoon",5,"Y",0
"US","Mobile_Apps","Cookie Jam",5,"Y",0
"US","Mobile_Apps","Bloons TD 5",5,"Y",2
"UK","Mobile_Apps","Where Angels Cry",4,"N",0
"US","Mobile_Apps","Bible",5,"Y",0
"UK","Mobile_Apps","Notepad+ Free - Notebook for Handwriting, Note Taking, Sketches, Memos, Notes and To-do Lists",5,"Y",0
"US","Mobile_Apps","Twitch",1,"Y",2
"US","Toys","Schleich Tyrannosaurus Rex",5,"Y",0
"US","Mobile_Apps","Burger Shop",5,"Y",0
"US","Mobile_Apps","Temple Run",5,"N",0
"US","Toys","The Settlers of Catan",5,"Y",0
"US","Mobile_Apps","Mahjong Deluxe HD Free",3,"Y",0
"US","Mobile_Apps","247 Mahjong",5,"Y",1
"US","Mobile_Apps","Going Nuts",5,"Y",0
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"UK","Mobile_Apps","Magic 2014",5,"Y",2
"US","Mobile_Apps","Alarm Clock for Me free",1,"Y",0
"US","Mobile_Apps","Frozen Free Fall",5,"Y",0
"US","Kitchen","Bento: Totoro Design Thermal Bento Lunch Box Set (3 Food Containers, Fork & Bag)",4,"Y",4
"US","Mobile_Apps","Amazon Music [Android]",5,"Y",0
"US","Mobile_Apps","PrinterShare Mobile Print",5,"Y",1

"JP","Mobile_Apps","Tab for Gmail",3,"Y",0
"US","Mobile_Apps","Flow Free",4,"Y",0
"US","Mobile_Apps","The Room (Kindle Tablet Edition)",5,"Y",0
"US","Mobile_Apps","Amazon Underground",1,"Y",14
"US","Mobile_Apps","The Amazing Thief",2,"Y",1
"US","Musical Instruments","Behringer Xenyx 802 Premium 8-Input 2-Bus Mixer with Xenyx Mic Preamps and British EQs",5,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"US","Mobile_Apps","Can You Escape",5,"Y",2
"UK","Mobile_Apps","Sand Slides",3,"Y",0
"US","Mobile_Apps","Plex",5,"Y",0
"US","Mobile_Apps","MoboPlayer",5,"N",0
"UK","Mobile_Apps","My Horse",3,"Y",0
"US","Mobile_Apps","Mahjong Deluxe HD Free",4,"Y",0
"US","Mobile_Apps","101-in-1 Games",5,"Y",3
"US","Toys","Fisher-Price Stand-Up Ballcano",5,"N",4
"US","Digital_Music_Purchase","YES!",5,"N",0
"US","Mobile_Apps","Plague Inc.",5,"N",0
"US","Mobile_Apps","AccuWeather Platinum with Superior Accuracy™",5,"Y",0
"UK","Mobile_Apps","The Room Two (Kindle Tablet Edition)",5,"Y",1
"US","Mobile_Apps","Facebook",5,"Y",0
"US","Mobile_Apps","Temple Run 2",5,"Y",0
"US","Musical Instruments","Akai Professional MPK Mini 25-Key Ultra-Portable USB MIDI Keyboard Controller (OLD MODEL)",4,"Y",1
"US","Digital_Music_Purchase","Break The Spell",5,"Y",1
"US","Mobile_Apps","CrossMe Premium Nonograms",5,"Y",0
"US","Mobile_Apps","Eternium: Mage and Minions",5,"Y",0
"US","Mobile_Apps","Dungeon Hunter 4",3,"Y",0
"UK","PC","Standing Protective Case for Fire HD 6 (4th Generation - 2014 release)",5,"N",0
"UK","Mobile_Apps","Abyss: The Wraiths of Eden (Full)",4,"Y",0
"DE","Mobile_Apps","Seitenmanager",2,"Y",1
"UK","Digital_Music_Purchase","Deleted Scenes From The Cutting Room Floor",4,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",0
"US","Mobile_Apps","GT Racing 2: The Real Car Experience",4,"Y",1
"US","Mobile_Apps","Minecraft",5,"Y",1
"DE","Digital_Music_Purchase","The Kids From ""Fame""",2,"Y",0
"US","Mobile_Apps","Monument Valley",4,"Y",0
"US","Mobile_Apps","FarmVille 2: Country Escape",5,"Y",0
"UK","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"Y",13
"US","Kitchen","GEFU Spiralfix Spiral Cutter",5,"Y",0
"US","Mobile_Apps","My Horse",4,"Y",0
"US","Mobile_Apps","Riptide GP2",5,"Y",0
"US","Mobile_Apps","360 Security - Antivirus & Phone Boost",5,"Y",0
"UK","Mobile_Apps","Call of Duty®: Heroes",4,"Y",0
"US","Mobile_Apps","Magic Jigsaw Puzzles",5,"Y",0
"US","Mobile_Apps","Guess The Emoji",5,"Y",0
"US","Mobile_Apps","Minecraft",4,"Y",0
"US","Mobile_Apps","My Talking Tom",5,"Y",1
"US","Digital_Music_Purchase","The Blues Brothers: Original Soundtrack Recording",5,"Y",0
"US","Mobile_Apps","PDF Max Pro - Read, Annotate & Edit PDF documents plus Fill out PDF Forms!",5,"Y",0
"US","Mobile_Apps","FIFA 15 ULTIMATE TEAM",5,"Y",0
"UK","Mobile_Apps","Kindle for Android",4,"Y",0
"US","Mobile_Apps","Gummy Drop!",5,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",4,"Y",0
"US","Toys","Droid Escape",5,"Y",0
"US","Mobile_Apps","Goat Simulator",5,"Y",0
"US","Mobile_Apps","247 Mahjong",4,"Y",1
"US","Mobile_Apps","Beach Buggy Racing",2,"Y",0
"US","Digital_Music_Purchase","The Lumineers",5,"Y",0
"US","Mobile_Apps","Ice Age Village",5,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"US","Toys","Bandai Tamashii Nations Nami (Battle Version) - Figuarts ZERO",5,"Y",0
"UK","Mobile_Apps","Coin Dozer",5,"Y",0
"US","Mobile_Apps","The Cursed Ship, Collector’s Edition",3,"Y",0
"US","Mobile_Apps","Solitaire",5,"Y",0
"UK","Mobile_Apps","Plex",5,"Y",0
"UK","Toys","LEGO City 3366: Satellite Launch Pad",5,"Y",0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"Y",0
"US","Mobile_Apps","Angry Birds Space HD (Fire Edition)",5,"N",0
"US","Mobile_Apps","SimplePhysics",4,"Y",0
"US","Mobile_Apps","Fairy Farm: Magic Village Adventures",5,"Y",3
"US","Mobile_Apps","Magic Jigsaw Puzzles",4,"Y",0
"US","Mobile_Apps","Ice Age Village",5,"Y",0
"UK","Mobile_Apps","The Room (Kindle Tablet Edition)",5,"Y",1
"UK","Mobile_Apps","Alien Creeps TD",4,"Y",0
"US","Mobile_Apps","Geometry Dash Lite",5,"Y",0
"US","Mobile_Apps","Iron Man 3 - The Official Game",5,"Y",0
"JP","Mobile_Apps","OfficeSuite Professional",1,"Y",1
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",3,"Y",0
"US","Mobile_Apps","OfficeSuite Free",5,"Y",1
"US","Mobile_Apps","Earn to Die 2",5,"Y",1
"UK","Mobile_Apps","My Horse",5,"Y",0
"US","Digital_Music_Purchase","Number Ones",5,"Y",0
"UK","Mobile_Apps","Enigmatis: The Ghosts of Maple Creek (Kindle Tablet Edition)",5,"Y",1
"US","Mobile_Apps","Geometry Dash Lite",5,"Y",0
"US","Mobile_Apps","The Amazing Thief",5,"Y",0
"UK","Mobile_Apps","Gangstar Vegas",5,"Y",0
"US","Mobile_Apps","Epic Adventures: Cursed Onboard",4,"Y",0
"US","Mobile_Apps","Dr. Panda's Airport",4,"Y",2
"UK","Mobile_Apps","Mahjong Journey®",3,"Y",0
"UK","PC","Griffin Elevator Desktop Stand for Laptops  & Macbooks",5,"Y",0
"FR","PC","Intel Sandy Bridge E Processeur Core i7-3820 / 3.60 GHz 4 coeurs 10 Mo Cache Socket-LGA2011 Version Boîte",5,"Y",0
"US","Mobile_Apps","Kik Messenger",5,"Y",0
"US","Mobile_Apps","Insight Timer - Meditation Timer",5,"N",1
"US","Mobile_Apps","MY LITTLE PONY - Friendship is Magic",1,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"Y",0
"US","Mobile_Apps","Hill Climb Racing",5,"Y",0
"US","Mobile_Apps","PrintHand Mobile Print Premium",1,"Y",4
"US","Mobile_Apps","Fruit Ninja Free",5,"N",0
"US","Mobile_Apps","PDF Max Pro - Read, Annotate & Edit PDF documents plus Fill out PDF Forms!",1,"Y",0
"US","Mobile_Apps","Earn to Die 2",5,"Y",2
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","Facebook Messenger",5,"Y",0
"US","Mobile_Apps","Can You Escape",4,"Y",0
"US","Mobile_Apps","Pixel Gun 3D (Pocket Edition) - multiplayer shooter with skin creator",5,"Y",0
"US","Mobile_Apps","Nemo's Reef",3,"Y",0
"UK","Mobile_Apps","BADLAND",1,"Y",3
"US","Mobile_Apps","The Room (Kindle Tablet Edition)",5,"Y",1
"US","PC","Griffin 3m USB to Lightning Cable (GC36633)",1,"Y",0
"US","PC","Moshi FireWire 800 to 400 Adapter (99MO023901)",5,"Y",0
"US","Mobile_Apps","Wonder Zoo: Animal & Dinosaur Rescue",5,"Y",2
"US","Mobile_Apps","Photo Studio PRO",5,"Y",0
"US","Mobile_Apps","Plex",1,"Y",0
"US","Mobile_Apps","Beach Buggy Racing",5,"Y",4
"US","Mobile_Apps","BADLAND",4,"Y",4
"US","Mobile_Apps","Splashtop Remote Desktop",5,"Y",0
"UK","Mobile_Apps","Amazon Music [Android]",4,"Y",0
"US","Mobile_Apps","101-in-1 Games",5,"Y",0
"US","Mobile_Apps","Angry Birds Rio (Ad-Free)",5,"N",0
"US","Mobile_Apps","Plague Inc.",1,"Y",2
"US","Mobile_Apps","Ski Safari",5,"Y",0
"FR","Toys","BRIO World - 33512 - CIRCUIT PLATEFORME VOYAGEURS",2,"N",16
"UK","Mobile_Apps","Crossy Road",5,"Y",0
"UK","Mobile_Apps","Photo Lab PRO photo editor",5,"Y",0
"US","Mobile_Apps","Monument Valley",5,"Y",0
"US","Toys","Schleich Hippopotamus Toy Figure",5,"Y",2
"US","Mobile_Apps","Subway Surfers",5,"N",0
"US","Mobile_Apps","The Room Two (Kindle Tablet Edition)",4,"Y",0
"DE","Mobile_Apps","Wo ist mein Perry?",4,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",4,"Y",0
"US","Toys","The Settlers of Catan",5,"N",0
"UK","Mobile_Apps","Flightradar24 Pro - Kindle Edition",4,"Y",0
"US","Mobile_Apps","Geometry Dash Lite",5,"Y",0
"UK","Mobile_Apps","8 Ball Pool",4,"Y",0
"US","Mobile_Apps","Mahjong Journey®",4,"Y",0
"US","Mobile_Apps","CSI: Hidden Crimes",3,"Y",0
"US","Mobile_Apps","Coloring Book for Toddlers FREE",4,"Y",1
"DE","Toys","LEGO Technic 8070 - Super Car",5,"Y",0
"US","Toys","LEGO Star Wars 75055 Imperial Star Destroyer Building Toy  (Discontinued by manufacturer)",5,"Y",1
"US","Mobile_Apps","BINGO BLITZ: Play Free Bingo & Slots!",3,"Y",0
"US","Mobile_Apps","Nyan Cat: Lost In Space (ad free)",4,"Y",0
"US","Mobile_Apps","Call of Duty®: Heroes",5,"Y",0
"US","Mobile_Apps","Solitaire",3,"Y",0
"US","Digital_Music_Purchase","The Band Perry",5,"Y",0
"UK","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"US","Mobile_Apps","Bible",5,"Y",0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",0
"US","Mobile_Apps","Fraction Calculator Plus",5,"Y",0
"US","Mobile_Apps","PicShop - Photo Editor",4,"Y",0
"US","Mobile_Apps","Minecraft",5,"Y",3

"US","Mobile_Apps","Bloons TD 5",5,"Y",0
"US","Mobile_Apps","Township",4,"Y",1
"US","Mobile_Apps","Calculator Plus Free",4,"Y",0
"US","Mobile_Apps","Facebook Messenger",5,"Y",0
"US","Mobile_Apps","Can You Escape",3,"Y",0
"US","Mobile_Apps","Candy Blast Mania",1,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",2,"Y",0
"US","Mobile_Apps","Super Stickman Golf (Ad-Free)",4,"Y",1
"US","Mobile_Apps","Candy Crush Saga",4,"Y",0
"UK","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"N",0
"US","Mobile_Apps","Frozen Free Fall",5,"Y",0
"US","Mobile_Apps","Air Patriots",3,"Y",0
"US","Mobile_Apps","Candy Crush Saga",4,"Y",0
"US","Mobile_Apps","Pettson's Inventions 2",5,"Y",0
"UK","Mobile_Apps","Coin Dozer",5,"Y",38
"US","Mobile_Apps","Real Steel World Robot Boxing",5,"Y",0
"UK","Mobile_Apps","Frozen Free Fall",5,"Y",0
"UK","Mobile_Apps","Survivors: The Quest®",4,"Y",0
"US","Mobile_Apps","Clockwork Tales: Of Glass and Ink",4,"Y",0
"US","Mobile_Apps","Facebook",5,"Y",0
"US","Mobile_Apps","Bubble Witch Saga",1,"Y",6
"US","Mobile_Apps","Virtual City Playground®: Building Tycoon",5,"Y",0
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,"Y",0
"UK","Mobile_Apps","The Room (Kindle Tablet Edition)",4,"Y",0
"DE","Digital_Music_Purchase","Chasing Yesterday (Deluxe Edition)",5,"Y",1
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","Two Dots",4,"Y",0
"US","Mobile_Apps","Mahjong Artifacts® (Full)",5,"Y",0
"US","Mobile_Apps","Missile Defender",4,"Y",0
"US","Mobile_Apps","Dragon Story",5,"N",0
"US","Mobile_Apps","Quell Reflect",5,"Y",1
"UK","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"US","Mobile_Apps","Bubble Mania",5,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",0
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,"Y",0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",0
"JP","Toys","レゴ (LEGO) スター・ウォーズ ミレニアム・ファルコン 7965",4,"Y",0
"US","Mobile_Apps","LinkedIn",2,"Y",0
"US","Mobile_Apps","Minecraft",5,"Y",1
"UK","Mobile_Apps","Guess The Emoji",5,"Y",0
"US","Mobile_Apps","Midnight Castle – A Free Hidden Object Mystery Game for Fire! Find objects and solve puzzles!",5,"Y",3
"US","Mobile_Apps","Geometry Dash Lite",5,"Y",0
"US","Mobile_Apps","Angry Birds Free",5,"Y",0
"US","Mobile_Apps","Minecraft",4,"Y",0
"US","Mobile_Apps","Thermometer",3,"Y",2
"US","Digital_Music_Purchase","Dream Theater",5,"Y",0
"US","Mobile_Apps","Montezuma Puzzle 2 Premium",1,"Y",29
"US","Mobile_Apps","Jewel Legends: Tree of Life",5,"Y",0
"US","Mobile_Apps","Can You Escape",4,"Y",0
"US","Toys","Melissa & Doug Reusable Sticker Pad - Dress-Up",5,"Y",0
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",0
"US","Mobile_Apps","Stray Souls: Dollhouse Story",5,"Y",1
"US","Digital_Music_Purchase","Sing to the Moon",5,"N",0
"UK","Mobile_Apps","Flow Free",3,"Y",0
"US","Mobile_Apps","Game of War - Fire Age",5,"Y",0
"US","Mobile_Apps","My Alarm Clock",5,"Y",1
"US","Mobile_Apps","Cut the Rope 2",5,"Y",1
"US","Mobile_Apps","Hair Salon - Kids Games",5,"Y",98
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"US","Mobile_Apps","Mount Olympus",2,"Y",0
"FR","Digital_Music_Purchase","Push And Shove (Standard)",3,"Y",0
"UK","Mobile_Apps","My Talking Tom",4,"Y",0
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","Gummy Drop!",5,"Y",0
"US","Toys","Barbie ZipBin 40 Doll Dream House Toy Box & Playmat",3,"Y",2
"US","Toys","Comic Images Super Deformed Chewbacca Plush Toy",3,"Y",0
"FR","Mobile_Apps","Temple Run 2",5,"Y",4
"US","Mobile_Apps","Mahjong Deluxe HD Free",5,"Y",0
"US","Mobile_Apps","Bad Piggies HD Free (Fire Edition)",2,"Y",0
"US","Mobile_Apps","Ice Age Village",5,"Y",0
"US","Mobile_Apps","ES File Explorer File Manager",5,"Y",0
"US","Mobile_Apps","uTube for YouTube",1,"Y",2
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","PicShop - Photo Editor",1,"Y",3
"US","Mobile_Apps","Minecraft",5,"Y",1
"US","Toys","LEGO Mini Figure Set #853340 Wedding Bride Groom Table Decoration",5,"Y",0
"JP","Toys","S.H.フィギュアーツ  スーパーサイヤ人孫悟空",5,"Y",2
"UK","Mobile_Apps","Candy Crush Saga",4,"Y",0
"UK","Mobile_Apps","Mahjong",1,"Y",1
"US","Mobile_Apps","Temple Run",3,"Y",0
"US","Mobile_Apps","You Must Escape 2",4,"Y",0
"US","Digital_Music_Purchase","Halestorm [Expanded]",5,"Y",0
"UK","Toys","Barbie 2-Storey Beach House",5,"Y",1
"US","PC","USB to Micro USB Cable, White",5,"Y",0
"US","Mobile_Apps","Game of Words",4,"Y",3
"DE","Digital_Music_Purchase","Settle (Special Edition)",5,"Y",0
"US","Musical Instruments","Audio-Technica ATR3350 Omnidirectional Condenser Lavalier Microphone (Discontinued)",3,"Y",0
"UK","Digital_Music_Purchase","Angles",4,"N",1
"US","Mobile_Apps","Can You Escape",5,"Y",0
"US","Mobile_Apps","White Noise",5,"Y",1
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Relax Melodies: Sleep Sounds, White Noise, Meditation & Fan",5,"Y",0
"US","Mobile_Apps","FarmVille 2: Country Escape",5,"Y",0
"US","Mobile_Apps","Temple Run: Oz",5,"Y",1
"US","Mobile_Apps","AVG AntiVirus FREE for Android phones and tablets",5,"Y",0
"US","Digital_Music_Purchase","The Way Of The Fist [Explicit]",5,"Y",0
"US","Mobile_Apps","My Horse",5,"Y",0
"DE","Digital_Music_Purchase","I Dreamed A Dream",5,"Y",0
"US","Mobile_Apps","Dark Arcana: the Carnival",4,"Y",1
"US","Mobile_Apps","Nemo's Reef",5,"Y",0
"US","Mobile_Apps","Subway Surfers",3,"Y",0
"US","Mobile_Apps","Evernote - stay organized.",5,"Y",0
"UK","Mobile_Apps","Survivors: The Quest®",4,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",4,"Y",0
"US","Mobile_Apps","Candy Crush Soda Saga",5,"Y",0
"US","Mobile_Apps","Pirate Adventures: Hidden Object Game",4,"Y",0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",4,"Y",2
"UK","Mobile_Apps","Two Dots",1,"Y",0
"UK","Mobile_Apps","Minecraft",5,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",3,"Y",0
"US","Toys","Blokus",5,"Y",1
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Digital_Music_Purchase","Inside Llewyn Davis: Original Soundtrack Recording",5,"Y",0
"US","Mobile_Apps","GT Racing 2: The Real Car Experience",4,"Y",0
"US","Mobile_Apps","Princess Salon (Kindle Tablet Edition)",5,"Y",24
"US","Mobile_Apps","Frozen Free Fall",5,"Y",0
"US","Mobile_Apps","Facebook",5,"Y",0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"Y",0
"US","Mobile_Apps","Pinterest",4,"Y",0
"UK","Mobile_Apps","Jelly Splash",2,"Y",0
"US","Mobile_Apps","Mystery Manor",5,"Y",0
"US","Mobile_Apps","MAPS.ME — Offline Maps",1,"Y",4
"US","Mobile_Apps","eBay",5,"Y",1
"UK","Mobile_Apps","Pocket Informant",1,"Y",42
"US","Digital_Music_Purchase","Nikki",5,"Y",17
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",1
"US","Mobile_Apps","CSI: Hidden Crimes",3,"Y",0
"US","Mobile_Apps","Iron Man 3 - The Official Game",4,"Y",0
"UK","Mobile_Apps","Jewel Legends: Tree of Life (Full)",4,"Y",2
"US","Mobile_Apps","Mahjong Journey®",5,"Y",0
"UK","Mobile_Apps","Guess The Emoji",5,"Y",0
"US","Digital_Music_Purchase","Love, Marriage‎ & Divorce",5,"Y",0
"UK","Digital_Music_Purchase","Love And Life: The Very Best Of Diana Ross",5,"N",0
"US","Mobile_Apps","Fairway Solitaire",1,"Y",3
"UK","PC","Intel DC3217IYE Barebone-PC (Intel Core i3 3217U, 1,8GHz, Intel HD 4000, no operating system)",5,"N",0
"US","Mobile_Apps","Ultimate Guitar Tabs and Tools",1,"Y",0
"US","Mobile_Apps","Jurassic Park™ Builder",5,"Y",1
"US","Mobile_Apps","Solitaire",4,"Y",0
"US","Mobile_Apps","Angry Birds Rio (Ad-Free)",4,"Y",0
"US","Mobile_Apps","OfficeSuite Professional",5,"Y",0
"DE","Toys","Geomag 074 - Color, 88-teilig",5,"Y",0
"US","Digital_Music_Purchase","The Twilight Saga: New Moon (Original Motion Picture Soundtrack)",2,"Y",4
"US","Mobile_Apps","Yahoo Mail – Keeps you organized!",5,"Y",0
"US","Mobile_Apps","101-in-1 Games",5,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",4,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","World at Arms - Wage war for your nation!",5,"Y",0
"US","Mobile_Apps","DragonVale",5,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",1

"US","Mobile_Apps","Plex",5,"Y",0
"US","Musical Instruments","Sony MDR7506 Professional Large Diaphragm Headphone",5,"Y",16
"US","Health & Personal Care","Sonic Super Ear Personal Sound Amplifier",2,"Y",1
"US","Mobile_Apps","Temple Run 2",5,"Y",0
"US","Mobile_Apps","Dictionary - Merriam-Webster",5,"Y",0
"US","Mobile_Apps","Google Maps  Street View",4,"Y",0
"US","Toys","Blokus",5,"N",12
"US","Mobile_Apps","Foxit PDF - PDF reader, editor, form, signature & converter",1,"Y",0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",0
"US","Mobile_Apps","Candy Crush Saga",4,"Y",0
"UK","Digital_Music_Purchase","Shatter Me (Deluxe)",5,"Y",0
"US","Mobile_Apps","Learn Piano",4,"Y",0
"US","Mobile_Apps","Facebook Messenger",1,"Y",0
"US","Mobile_Apps","APPoint Pro",4,"Y",0
"US","Toys","KAPLA 280 Piece Block Set With Red Advanced Animals And Architecture Book",5,"Y",0
"US","Mobile_Apps","Angry Birds Free",1,"Y",0
"US","Mobile_Apps","Frozen Mahjong",3,"Y",0
"US","Mobile_Apps","Temple Run",4,"Y",0
"US","Mobile_Apps","Farm Clan®: Farm Life Adventure",1,"N",0
"US","Mobile_Apps","Calculator Plus Free",5,"Y",0
"DE","Mobile_Apps","The Secret Society® - Die Geheime Gemeinschaft",4,"Y",3
"US","Mobile_Apps","Crossy Road",5,"Y",0
"DE","Toys","Lego Friends 3188 - Tierklinik",5,"Y",1
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","AccuWeather with Superior Accuracy™",4,"Y",0
"US","Mobile_Apps","Guess The Emoji",5,"Y",0
"FR","Digital_Music_Purchase","Live Tapes",5,"Y",3
"US","Mobile_Apps","Mahjong Journey®",2,"Y",2
"US","Mobile_Apps","Evernote - stay organized.",5,"Y",0
"US","Mobile_Apps","Magic Jigsaw Puzzles",5,"Y",0
"US","Mobile_Apps","Total Conquest",5,"Y",0
"US","Mobile_Apps","Air Patriots",4,"Y",1
"US","Mobile_Apps","Smash Hit",5,"Y",0
"US","Digital_Music_Purchase","Happy (From ""Despicable Me 2"")",5,"Y",0
"US","Mobile_Apps","Angry Birds Star Wars II Free",5,"Y",4
"US","Mobile_Apps","Blitz Brigade - Online FPS fun!",5,"Y",0
