"Company","count"
"Zbest Cars, Inc.",1
"Overland Bond & Investment Corp",11
"Pacific Mortgage Advisors, Inc.",1
"Chrome Capital Group LLC",6
"Houser & Allison, APC",7
"Empire Financial Services, Inc.",1
"FIRST AMERICAN ACCEPTANCE CO., LLC",1
"Rubin Lublin, LLC",8
"Commercial Research & Recovery, Inc.",1
"Grace Recovery Services, Inc.",2
"PREMIER AUTO CREDIT",7
"Northstar Management, Inc.",1
"Ascend Consumer Finance, Inc.",2
"Provadus LLC",1
"Deason Title Agency, LLC",1
"Heritage Pacific Financial, LLC",2
"NORTHWEST BANCSHARES INC",8
"Mortgage Network Solutions LLC",6
"PLM Lender Services, Inc.",8
"Zenith Financial Mortgage Company, Inc.",1
"Layfayette Funding",2
"Money Transfer Systems, Inc.",1
"Capital Financial Group, LLC of Illinois",2
"Iconic Mortgage Corporation",3
"Townstone Financial Inc",3
"Commercial Credit Counseling Services Inc.",3
"Gold Law, A Professional Corporation",1
"Aura Mortgage Advisors, LLC",6
"Anderson and Associates Credit Services, LLC",5
"The Law Firm of Krisor & Associates",4
"Federated Mortgage Corp.",3
"HUDDLESTON AND MOORE, INC.",1
"LENDING COMPANY, INC., THE",4
"DEVELOPER'S MORTGAGE CO.",1
"Rosen Management Services Inc.",11
"TOWNEBANK",2
"Neighborhood Housing Services of Toledo, Inc.",4
"THE STUDENT LOAN HELP CENTER",1
"Civic Financial Services, Inc.",9
"COASTAL LAW FIRM, APLC",2
"America's Mortgage Center, LTD.",1
"Bueno Title and Escrow",1
"Main Street Holdings, Inc.",3
"BEXIL AMERICAN MORTGAGE INC.",2
"Navigant Cymetrix Healthcare",1
"STEPHEN D LANDAU",1
"ONYX Lending, LLC",1
"Alco Capital Group, LLC",3
"Vanderwey Investments, LLC",1
"Spring Equity LLC",3
"Financial Solution Providers LLC",4
"David A. Bauer, P.C.",3
"Luckmore Finance",5
"Silver Cloud Financial, Inc",1
"Lighthouse Finance Solutions LLC",1
"National Title Co.",2
"HMSV Financial Services, Inc.",3
"Helvetica Servicing Inc.",2
"WINNPOINTE CORPORATION",4
"Jonsue, LLC",1
"PACOR MORTGAGE CORP.",1
"Stonebridge Lending Inc.",3
"Trust Financial LLC",12
"MedRecovery Solutions, LLC",3
"NORTHEAST HOME LOAN",2
"The Judgment Group",1
"Camelot Financial Services, Inc.",11
"COMMONWEALTH MORTGAGE, LLC",3
"FIRST RATE MORTGAGE CORP",2
"Automated Accounts, Inc.",12
"ERI Financial Services",2
"Credit Service of Central Washington, Inc.",6
"CENTERSTATE BANK CORPORATION",7
"B-Focused Mobile LLC",1
"Salmon Law Firm PLLC",2
"Innovative Mortgage Services, Inc.",1
"Warlick, Stebbins, Murray & Chew, LLP",1
"Law Office of Charles G. McCarthy Jr. & Assoc.",10
"TOLEDO FINANCE CORPORATION",20
"Whitehouse Law Firm LPA",3
"NowackHoward LLC",3
"EAST COAST CAPITAL CORP",1
"GL Financial, Inc.",3
"Pingora Holdings, LP",10
"AMRON PROFESSIONAL SERVICES",4
"APEX HOME LOANS",1
"HomeTown Lenders, LLC",13
"St.John Cobb Inc",10
"SUN FINANCE COMPANY, LLC",6
"ZestFinance",8
"Hello Digit, Inc",5
"Golden Green Services LLC",4
"Hileman & Associates PC",1
"ACCEPTANCE CAPITAL MORTGAGE",1
"LifeTree Lending, LLC",1
"MedShield, Inc.",8
"Car Credit Finance, LLC",3
"Hexagon Collection Services, LLC",1
"Broadway Account Services",7
"ASSURANCE FINANCIAL GROUP, LLC",3
"Balekian Hayes, PLLC",3
"Blackwood Credit Service",1
"American Elite Recovery, LLC",7
"Leading Edge Solutions, LLC",2
"Sierra Credit Corp",7
"ACRE MORTGAGE",9
"Sawaya, Rose, McClure & Wilhite, P.C.",4
"OCMBC, Inc",2
"Investigative Concepts, Inc.",6
"American Financial Lending, Inc.",2
"Quantum Accounts Receivable Management Services Inc.",1
"National Screening Bureau, LLC",2
"Thomas Kerns McKnight, LLP",1
"Credit Service Company",4
"Lenderfi, Inc.",6
"FundLoans Capital",1
"Simple Solutions Credit & Debt Consulting Inc.",2
"Fig Tech Inc.",1
"TJC Mortgage, Inc.",5
" Lippman Recupero, LLC",5
"Bond Corporation",1
"LoanMe, Inc.",1
"Niagara Capital Associates, Inc.",8
"JET DIRECT FUNDING CORP.",3
"Southwest Acceptance Finance Co",1
"MFG FINANCIAL, INC.",4
"First American Solutions, LLC",4
"Harrington, anderson & deblasio",1
"Spero Solutions, Inc.",4
"LAKE MORTGAGE COMPANY INC.",2
"Lenmo Inc",1
"American Liberty Mortgage, Inc.",1
"LIBERTY LENDING, LLC",3
"Scout Mortgage, Inc.",1
"Alliance Credit Services, Inc.",4
"HUNTER FINANCIAL GROUP, LLC",3
"Advanced Loan Systems, LLC.",2
"United National Services",7
"Minnesota Financial Solutions, LLC",1
"ALG Real Estate Services, Inc",1
"Activus Corporation",1
"PacWest Credit, LTD",2
"Alliance CAS, LLC",8
"Keypoint Mortgage, LLC",1
"FIRST HORIZON BANK",594
"East Coast Funding Group",3
"PREMIER HOME MORTGAGE, INC.",3
"Dant-Pacific, Ltd",2
"1ST RESULTS BILLINGS & COLLECTIONS, INC.",3
"NSA Partners, Ltd.",1
"Olympic Credit Service Inc.",3
"GULF ATLANTIC FUNDING GROUP INC.",2
"HARTFORD FUNDING, LTD",4
"United Services Veterans Mortgage, LLC",1
"E Mortgage",6
"RELIABLE FINANCIAL SERVICES, INC.",11
"Robinson & Hoover",5
"Great Western Financial Services, Inc.",5
"N A NATIONWIDE MORTGAGE",1
"WALLICK AND VOLK, INC",4
"MIDWEST EQUITY MORTGAGE, LLC",8
"Law Offices of Alan J. Waintraub PLLC",2
"SIRVA WORLDWIDE INC.",5
"IJLfinancial, Inc.",1
"Oak Tree Financial Inc.",2
"Mezzetti Financial Services, Inc.",2
"Watertown Credit Bureau Inc",3
"Westley Auto Inc",1
"POLI MORTGAGE GROUP, INC.",1
"Commerce Home Mortgage, Inc",6
"All Home Lending, Inc.",2
"PERSIAN ACCEPTANCE CORP",8
"Meridian Capital Management, LLC",1
"Green Monarch Mortgage, Inc.",1
"Brightwater Capital, LLC",17
"Certified Credit Associates, Inc.",1
"Arete Financial Group",11
"1st Money Center, Inc.",4
"Gravamen Asset Management Group LLC",3
"PayNearMe MT, Inc.",1
"Draper and Kramer Mortgage Corp.",10
"CIBC BANCORP USA INC.",10
"Mid-Atlantic Solutions Holdings, LLC",3
"Resurgence Financial, LLC",7
"Carbucks of Delaware, Inc",5
"Merchants Acceptance Corp",26
"Cars Financial, Inc",2
"Affordable Financial Solutions",1
"Asset Collections Inc",2
"Dickinson Financial, LLC",3
"S Foreman & Associates Inc",1
"Accel Loans, LLC",1
"Brown Law, PLLC",12
"Jones, Robin & Robin, P.C.",10
"Procollect Services LLC",5
"MILLENIUM HOME MORTGAGE LLC",4
"iCollect.com, Corp.",1
"Fort Payne Finance Co. Inc.",1
"NCMI Corporation",6
"A & S Collection Associates, Inc.",8
"Counselors Title LLC",1
"Salander Enterprises, LLC",2
"COLLECTRON, INC.",7
"KAHRS LAW OFFICES, PA",10
"ThunderRoad Financial, LLC",2
"Larsen MacColl Partners II, L.P.",7
"Affordable Interest Mortgage",1
"ABC Finance Co.",2
"Fidelity Direct Mortgage, LLC",4
"The Orange Coast Company, LLC",3
"Credit Bureau Data, Inc.",9
"Fair Capital",1
"JMBM Investments And LRAR Investments",2
"Zimmerman & Zimmerman, P.A.",1
"Bay Area Title Services, LLC",1
"Goldcar Lending Inc.",3
"Durango Credit and Collection Company, Inc.",3
"Samuel Whitaker & Associates LLC",7
"Crosspoint Financial Inc.",1
"Praxis Finance LLC",1
"DOAN SOLUTIONS",12
"MSV RECOVERY LLC",1
"Penncro Associates, Inc.",10
"Mayan, LLC",6
"Mikki S. Yitzchaki, P.C.",3
"Southwest Finance, L.L.C.",2
"JMS Associates, Inc.",9
"Atlantis Financial Group, Inc",1
"Sullivan & Terranova",5
"Capital Benefit, Inc.",2
"EBA,LLC",3
"UNIVERSITY LENDING GROUP, LLC",5
"FUTURE FINANCE COMPANY",4
"Key Star Capital, LLC",1
"Delev & Associates, LLC",4
"UHG, LLC",21
"NP, INC.",4
"Capitol Credit Services, Inc",10
"CN Collections, Inc.",4
"KILOWATT FINANCIAL, LLC, A SPRUCE FINANCE COMPANY",15
"CONTOUR MORTGAGE CORPORATION",18
"The Law Offices of Quinn M. Kofford, P.C.",4
"Student Debt Consolidating",1
"Northeastern Credit Services, Inc.",3
"Meredian Inc",1
"ALCOVA MORTGAGE LLC",6
"Priority Financial Network",1
"Continental Finance Capital Corporation",1
"Century First Credit Solutions",11
"MEMBER MORTGAGE SERVICES",4
"LYONS MORTGAGE SERVICES, INC.",2
"First Midwest Financial",1
"FIRST CONSUMER, LLC",4
"Integra Holdings Inc.",1
"REPORTS, INC.",3
"Western Mercantile Agency, Inc",16
"Claims Recovery Systems, Inc.",2
"Cornerstone Mediation LLC",6
"First Collections Inc",6
"Cypress Collections",4
"Global Asset Agency, Inc.",2
"Robinson & Associates",7
"Palmar, Inc.",13
"Ward Kilduff Mortgage",2
"Felt & Lukes, LLC",2
"Educational Funding Resources, Inc.",3
"Julem Capital Corp",1
"Hylan Asset Management, LLC",1
"ARBOR MORTGAGE",4
"Assent Inc.",7
"Xpress Cash Management, LLC",1
"Springboard CDFI",1
"Phelan Hallinan & Jones, LLC",4
"SUBURBAN MORTGAGE, INC.",2
"Emerald Coast Collections, LLC",6
"Sprunger Law Office, LLC",2
"Armand Law Group, PLLC.",2
"RAYMOND JAMES BANK, NATIONAL ASSOCIATION",7
"Auto Masters, LLC",4
"Law Office of Marsha D. Holzhauer P.C.",1
"Supreme Solutions",1
"Horizon Financial Management",14
"JLB CORPORATION",4
"Alternative Resource Services Inc",1
"Livingston Financial, LLC",7
"MCMC Auto LTD",12
"Spiriter LLC",1
"Southern Star Capital, L.L.C.",1
"Whipple Law, P.A.",5
"Preston Clark & Quinn",4
"Capitol Credit Company",2
"Escrow of the West",1
"CALM, Inc.",4
"Mercadolar, Inc.",1
"Payday America Inc.",9
"Norman & Associates, Inc.",1
"Applewood Funding Corporation",1
"Monroe Credit, LLC",2
"Strategic Automotive Servicing, LLC",10
"Atlas Collections Inc. (of New Castle)",6
"All American Title Co., Inc",2
"CMCO Mortgage, LLC",3
"Diverse Financial Enterprises",9
"FIRSTRUST MORTGAGE, INC.",6
"Eagle Collection Corp.",5
"Century Debt Solutions Inc.",3
"Mirabella Investments Group, LLC",3
"Magnus Title Agency, LLC",1
"Dwight Financial, Inc.",4
"K & B Capital Corp",2
"Regional Trustee Services Corporation",6
"Awar Holding Inc.",2
"CBCS, Inc.",2
"HUELSON LAW FIRM, LLC",3
"SINGLETARY & THRASH-JACKSON, P.A.",5
"NATIONWIDE EQUITIES CORP",6
"Recovery Management Solutions LLC",9
"Registered Mediation Associates LLC",3
"BFS Capital Inc.",7
"Arivo Acceptance LLC",4
"MIDDLE GEORGIA MANAGEMENT SERVICES",6
"Levy Diamond Bello & Associates, LLC",3
"Coast Collection Agency Inc",2
"General Collections & Recoveries, Inc.",3
"PARKSIDE LENDING, LLC",4
"Accounts Receivable Inc.",15
"Pono Ventures Inc.",10
"BERKSHIRE HILLS BANCORP, INC",14
"Morgan & Associates, P.C.",8
"RESOCORE ASSET MANAGEMENT",3
"Sound Collection Services",19
"Credit Collection Partners, Inc.",10
"Gregory Hagan",1
"R.C. Temme Corporation",1
"Rapid Mortgage Company",4
"Lewisfin.com, LLC",1
"NORTHSTAR FUNDING INC",1
"American Consumer Credit Counseling, Inc.",3
"The Law Offices of Erskine and Fleisher",4
"TRINITY CREDIT SERVICES",2
"Check N Title Loans",2
"CREDIT ASSOCIATES, INC. (OR)",3
"ACC Management, Inc.",2
"NAFCO Finance",2
"Amplify Revenue Solutions, LLC",1
"First Southwestern Financial Services, LLC",5
"CICA Collection Agency, Inc.",8
"Grandview Financial Services Inc.",6
"Oak Harbor Capital, LLC",14
"Collection Associates, Ltd.",21
"Investment Management Company, LLC",2
"The Academy Law Group, P.A.",1
"THE JUDGE LAW FIRM, A LAW CORPORATION",2
"J&H Systems, LLC",1
"Cascade Mortgage, Inc.",6
"AIH Receivables Management Inc.",6
"LAW OFFICES OF CRYSTAL MORONEY, P.C.",9
"Account Recovery Service, Inc. (WI)",11
"Personal Loan Service",2
"ACXIOM CORP.",7
"24 Asset Management Corp",5
"Lakeland West Capital, LLC",2
"Dakota Bluff Financial, LLC",1
"Security Capital Funding Corp.",3
"National Mediation Services",10
"MOTORS FINANCIAL ACCEPTANCE CORPORATION",2
"RD Fuller Company, LLC",4
"Mother Lode Holding Company",3
"Star Loans of Texas, Inc.",5
"Auto Buyers Credit LLC",3
"UNITED ONE RESOURCES, INC.",6
"Credit Service of Logan, Inc.",14
"TICE ASSOCIATES INC",6
"The Eastbrooke Group LLC",9
"Coast to Coast Commercial Collection",1
"Westpark Equity Group, Inc.",1
"Carter Business Service, Inc.",8
"Goshen Mortgage LLC",9
"Barrett Asset Recovery Services, LLC.",4
"United Financial Service",9
"ROCKY POINT CAPITAL LLC",6
"Hunt & Kahn, P.A.",11
"Ashner Group Inc",3
"FIDELITY INVESTMENTS",1
"Law Offices of Vincent J. Buzek",3
"BLUE WATER CREDIT, LLC",1
"Empire Resolutions Group",11
"Receivable Asset Management",29
"Residential Ttitle & Escrow Co",3
"Darwin Solutions Inc.",1
"Heritage Financial Group, Inc.",24
"De Lage Landen Finance, LLC",10
"Solar Mosaic, Inc.",5
"Money Investigations, Inc.",7
"Midpoint Law Group, P.C",5
"Total Recovery Solutions",10
"Credits, Incorporated",5
"UNIVERSAL MTG & FINANCE",3
"Shop Your Own Corp",1
"C & S Auto Enterprises, Inc",2
"MARSH ASSOCIATES, INC.",2
"United One Mortgage Inc.",1
"Law Offices of Michael Lupolover",2
"Sir Finance Corp",4
"National Financial Group, Inc",7
"GENWORTH FINANCIAL INC.",14
"Martin & Seibert, L.C.",3
"Lofstrom Law Firm, LLC",1
"Suburban Mortgage Company of New Mexico",7
"Mark A. Leachman P.C.",6
"Oakridge Direct Solutions Inc.",17
"Bristol Point Financial, Inc.",1
"Taylor Pigue Marchetti & Blair, PLLC",1
"Benworth Capital Partners LLC",3
"Duke Capital, LLC",1
"OHara Holdings, LLP",4
"Murrell Law, LLC",1
"Gordon & Wong Law Group, P.C.",12
"General Collection Co.",6
"MARQUEE MORTGAGE",1
"Credential Acceptance Corporation",3
"Freedom Financial Capital LLC",2
"Signature Finance Company",1
"Empire Acceptance Company, Inc.",2
"Rossi Law Offices, Ltd",8
"Capital Servicing Group",3
"SOUTHEAST MORTGAGE OF GA INC",9
"Aswad & Ingraham, LLP",1
"MyPrimeHomeLoan.com, LLC",1
"Thrivest",1
"Catalyst Mortgage Inc.",1
"LUCKY MONEY, INC.",3
"Quantum3 Group, LLC",2
"HOA Collections LLC",1
"Butler and Associates, PA",10
"Albert E. Acuna, P.A.",2
"Residential Mortgage Solutions, Inc.",3
"Account Control Services, Inc",2
"Revenue Collection Bureau, Inc.",5
"AA Recovery Solutions, Inc.",12
"PASCO, Inc",16
"SEMPER HOME LOANS, INC",3
"Link Revenue Resources, LLC",2
"Washington Collectors Tri Cities Inc",3
"Advanced Collections, Inc.",4
"Financial Management & Associates, Inc.",2
"DIRECT LENDERS LLC",5
"Cannon & Cannon Firm PC",4
"Absolute Home Mortgage Corporation",3
"CMK Investments Inc",15
"Embassy Loans",9
"Law Office of John E. Lindner P.A.",7
"Keith A. Ringelspaugh, P.A.",1
"Residential Home Mortgage Corporation",3
"iQuantified Management Services, LLC",10
"American Acceptance Corp. of South Carolina",4
"West Central Texas Collection Bureau",4
"UNITED BUILT HOMES LLC",5
"Cash-Installment LLC",2
"KELLER,GRIMALDI AND ASSOCIATES",3
"LINCOLN MORTGAGE COMPANY",3
"NORTHERN OHIO INVESTMENT COMPANY",10
"3G+1, Inc. dba California Auto Finance",1
"Chaplin & Papa, P.C.",2
"Value Recovery Holding, LLC",1
"Vision Financial Services, Inc.",8
"Atlanta Check Cashers, Inc",3
"Churchill Debt Settlement",3
"Accredited Land Transfer Col, Inc.",1
"Jeremy Doppelt Realty Management LLC Defined Benefit Plan",4
"BANKERS MORTGAGE LENDING, INC.",2
"Service Bureau, Inc.",16
"Creditor Advocates Inc",10
"MORTGAGE CENTER, LC",21
"PLDR",3
"TRIDENT MORTGAGE COMPANY, LP",8
"AmeriPay Corporation",2
"Tritium Card Services, Inc.",1
"Hospital Services, Inc.",4
"Montgomery County Credit Bureau",9
"Kwikcash, Inc.",9
"Riverwalk Financial CORPORATION",17
"SFMC L.P.",5
"Money Now- Hattiesburg, Inc.",4
"SUPERIOR DEBT RECOVERY LLC",5
"Scott Kroner PLC",1
"Dorough & Dorough, LLC",6
"ATLAS COLLECTIONS, INC.",9
"Healthcare Receivable Professionals, LLC",4
"Legacy Funding Corporation",4
"Dominion Residential Mortgage",2
"Berndt & Associates, P.C.",12
"Insight Management Partners, LLC",9
"Marcadis Singer PA",2
"International Recovery Associates, Inc.",4
"SCS Credit Corporation",9
"HAC Holding Inc.",2
"LendingUSA",23
"Citywide Mortgage Associates, Inc.",2
"BAY VALLEY MORTGAGE GROUP",9
"Boston Portfolio Advisors",3
"Managed Recovery Systems, Inc.",1
"MCGLONE MORTGAGE COMPANY, INC.",2
"77 Elite",8
"Pacific Credit Exchange Corporation",17
"TOYOTA CREDIT DE PUERTO RICO CORP.",8
"Success Mortgage, LLC",3
"Delay Group DBA The Debt Management Group",1
"Fix Media",2
"Fortune Title Agency, Inc.",2
"Smith, Slusky, Pohren & Rogers, LLP",1
"Title Tree Holdings LLC",1
"REDWOOD MORTGAGE INVESTORS",1
"Surf Consultants, Inc.",2
"Donna Armenta Law",1
"Adsen & Associates, LLC",3
"Collection Specialists, Inc.",1
"COMMUNITY LOAN FUND OF NEW JERSEY, INC",3
"Signature Performance Tiburon, LLC",5
"Mid-Minnesota Management Services, Inc.",7
"Larsen & Associates, P.L.",3
"Professional Mortgage Associates",3
"Franks Adjustment Bureau, Inc.",6
"Benjamin Chaise & Associates",14
"Action Finance Inc.",3
"D.B.F. COLLECTION CORP.",3
"International Collection Systems, Inc.",2
"Whitestone Financial Holdings LLC",7
"Midwestern Audit Services, Inc",4
"Tidalwave Finance Corporation",7
"Credit Bureau Services Inc.",10
"Eagle Creek Mortgage, LLC",1
"Red River Collections Inc.",4
"United Docu Prep, Inc.",4
"RateGenius Loan Services Inc",17
"Pipeline Ventures",1
"Shechtman Halperin Savage, LLP",6
"La Casa Bonita Investments",15
"Allied Collection Service, Inc. (Indiana)",11
"Nelson, Watson & Associates, LLC",7
"Rescue 1 Financial, LLC",3
"Fontenot Parker and Associates",1
"Peoples Commerce Inc",14
"West Penn Financial Service Center, Inc.",1
"Garrison Investment Group",19
"KBHS Home Loans, LLC",15
"Tiburon Financial, LLC",9
"RUOFF MORTGAGE",7
"Rolfe & Lobello, P.A.",4
"Park View Credit",11
"Auto One Acceptance LLC",5
"Stephen L. Bruce, P.C.",10
"All Credit Considered Mortgage, Inc.",4
"GSI  Recovery, LLC",7
"Athena Bitcoin Inc",3
"Metropolitan Title, LLC",1
"Volunteer Mortgage Loan Servicing",7
"Bayview Investment Group LLC",2
"Grande Financial, Inc",1
"Sabatina & Associates, P.C.",1
"STATE LAW GROUP",2
"BRAUFMANN, LEIGHMANN & ASSOCIATES",5
"Modern Finance Company",8
"AmWest Funding Corp.",2
"RSVP Lending, LLC dba RSVP Loans",3
"London & London",10
"RHF Commercial Capital, LLC",1
"First Financial Credit, Inc",8
"EZ FUNDINGS Inc.",2
"AUDUBON LIBERTY & ASSOCIATES",3
"MAS Associates, LLC",4
"Cypress Financial Recoveries, LLC",3
"WESBANCO BANK, INC.",12
"Metes & Bounds Title Company",1
"Medical Recovery Services, LLC",10
"Access Credit Management, Inc.",9
"Manley Deas & Kochalski LLC",9
"Evergreen Recovery Solutions, LLC",10
"PRO MORTGAGE ASSOCIATES, INC",1
"LCJ Consultants, LLC.",4
"Arthur B. Adler & Associates, Ltd",1
"Columbus Finance Inc.",4
"NOVA Financial & Investment Corporation",24
"General Acceptance LLC",3
"SERVICE 1ST MORTGAGE, INC.",12
"MORTGAGE FIRM, INC., THE",5
"Quality Lenders Inc",5
"The Castle Law Group, LLC (Closed)",6
"VICTORIAN FINANCE, LLC",4
"Consumer Solutions Group",5
"YES AUTO CREDIT",2
"Greenback Recovery Group, LLC",11
"Portnoff Law Associates, Ltd.",2
"Venanzi Law Office",1
"WILKINSON LAW FIRM, P.C.",2
"Jason Michael Katz, P.C.",4
"First Credit Finance",5
"CCI Financial, Inc",7
"ClearLine Loans LLC",1
"Driver Holdings, LLC",5
"Asset Management Holdings, LLC",5
"BCA Financial Services (New Jersey)",3
"LK Manley, Inc",10
"Central Capital Arbitration Firm, LLC",3
"Prime Credit Corporation",4
"Rainier Financial Group, LLC",5
"Man-Data Inc.",9
"PHOENIX EQUITY PARTNERS LLC",5
"First American Mitigators, PLLC.",3
"Lewis, McDonnell & Associates",6
"HOMETRUST MORTGAGE COMPANY",4
"ON Q FINANCIAL",11
"Ashfield Management Services Inc,",13
"EQUITY RESOURCES, INCORPORATED",6
"Broder Credit & Collection Service",1
"Delta Management Group, Inc.",6
"CARMEL FINANCIAL CORPORATION, INC.",10
"SVI Group Inc.",3
"Eastern Management Group LLC",6
"Young America Holdings, LLC",6
"VALLEY ESTATES ESCROW",1
"Check Cashiers, Inc.",2
"Lipsey, Morrison, Waller & Lipsey, P.C.",2
"Creditor Claims of America, Inc.",10
"Comenity Bank",2
"Moskowitz Mandell Salim & Simowitz, PA",1
"Residential Credit Opportunities Trust",4
"FIDELIS RECOVERY MANAGEMENT, LLC",21
"WOLFE FINANCIAL, INC.",3
"Union Credit Corporation",13
"American Heritage Capital, LP",2
"Levon Gukasyan DBA Garman Financial",1
"Northern Arizona Creditors Service, Inc.",2
"CHARLESTON AREA MEDICAL CENTER",13
"MEDICAL BUSINESS CONSULTANTS, INC",9
"Iron Capital Group",5
"American Revenue Management, Inc.",17
"PARK NATIONAL CORPORATION",5
"Child Support Recovery Services, Inc.",10
"C/C Financial",19
"Law Offices of Goldberg & Oriel",2
"Enterprise Acquisitions",10
"Accelerate Mortgage LLC",1
"GLENN ASSOCIATES MID-ATLANTIC, INC",11
"Morgan & Curtis Associates, Inc.",1
"Sterling Mortgage Services",1
"Model Finance Company",11
"Debt Recovery Solutions of Ohio, Inc.",4
"Harbor Legal Group, LLC",4
"Interest Smart Home Loans",1
"Korn Law Firm, P.A.",4
"Inter-Cambio Express, Inc.",5
"Bowen & Associates Recovery, Inc",12
"A/R CONCEPTS, INC.",13
"West Bay Recovery, Inc.",4
"INDEPENDENT SAVINGS PLAN CO",3
"National Student Debt Advisory Corp.",9
"Reese Law Group",7
"CHOICE CAPITAL FUND",6
"RMR FINANCIAL, INC",3
"Patient Account Services, LLC",18
"Great Lakes Capital Management, LLC",9
"Zero Parallel, LLC",1
"Jacobs Arbitration And Associates Inc.",1
"NPS GROUP",29
"AMERICAN EAGLE MORTGAGE COMPANY",5
"ROCKFORD MERCANTILE AGENCY, INC.",10
"Robinhood Markets Inc.",21
"National Payment Solutions of New York LLC",9
"Enerson Law, LLC.",15
"Centralized Business Solutions Company",15
"Rothberg Logan & Warsco LLP",2
"TFLC Trust",1
"Gotmortgage.com",5
"Law Office of David A. Bader, LLC",2
"Lincoln Financial Services",6
"Riehlman Shafer and Shaw LLC",1
"ISLAND FINANCE PUERTO RICO",9
"Red River Collection Company, Inc.",2
"FIRST INTERSTATE BANCSYSTEM, INC.",29
"F&L Marketing Enterprises LLC",9
"SIBCY CLINE MORTGAGE SERVICE",1
"Accelerated Servicing Group LLC",15
"Tecco Systems",6
"MCCUE MORTGAGE COMPANY, THE",13
"Springfield Recovery, Inc.",1
"SERVICELINK LOSS MITIGATION SERVICES",14
"Miller and Steeno, P.C.",16
"Merchants Automotive Group, Inc.",2
"Collections & Recoveries Of Pleasantville, Inc.",2
"LENCO FINANCE OF CARENCRO, INC",3
"American Title Corp",2
"Welts, White & Fontaine, P.C.",1
"Bessine Walterbach, LLP",6
"Mirand Response Systems, Inc.",9
"Montage Mortgage, LLC",4
"RESPONSIVE MORTGAGE CORPORATION",1
"Springer Collections Inc.",16
"Pacific Home Loans, Inc",6
"Mortgage Banking Associates Inc",2
"Invicta Mortgage Group, Inc.",1
"Twin City Motors Inc",3
"Dennis P Lee P.C., L.L.O.",1
"CFS of Aurora IL LLC",2
"Cochren Bailey & Associates, LLC",5
"Irongate Home Finance, LLC",1
"Collection Specialists",2
"Professional Recovery Services Inc.(Closed)",15
"TOTAL MORTGAGE SERVICES LLC",13
"Intermex Wire Transfer, LLC",14
"Rapid Auto Loans LLC",8
"Wallace Management Company, LLC",20
"Harris Beach PLLC",3
"US WIDE FINANCIAL",3
"South East Collection Specialist",3
"Stone Higgs & Drexler",8
"CENDERA FUNDING, INC.",9
"R J Baucum Enterprises, Inc.",11
"PRESTAMOS RAPIDITOS",2
"A.I.T. Credit Services Inc.",1
"Alternative Finance Company, LLC",1
"Account Information Management, Corp.",2
"Caliver Beach Mortgage, LLC",4
"Data Mortgage Inc.",3
"Clarfield, Okon, Salomone and Pincus, P.L.",6
"UNIVERSAL LENDING CORP.",7
"The Finance Co, LLC",3
"Key Mortgage Services",3
"TOWER MORTGAGE CORPORATION",1
"Hidden Oak Group, Inc.",6
"R.M. Jackson & Associates, P.C.",2
"National Loan Review Consultants Corporation",2
"Middlegate Funding LLC",2
"Scheer, Green & Burke L.P.A.",33
"FRANKLIN LOAN CORPORATION",5
"Law Offices of Donald R Conrad P.C.",9
"Meade Recovery Services, LLC",9
"Tiptree Financial Inc.",1
"NATIONS TRUST MORTGAGE INC",1
"EUSTIS MORTGAGE CORPORATION",1
"NJ Automotive Accounts Management Co, Inc.",1
"Advantage Credit, Inc.",11
"American 1st Rate Mortgage, LLC",1
"Collection Bureau Incorporated",45
"ALL WESTERN MORTGAGE",7
"CROWN MORTGAGE CO.",3
"Financial Freedom Mortgage, LLC",9
"OLD REPUBLIC TITLE HOLDING COMPANY, INC",10
"PROFESSIONAL COLLECTION SERVICE, INC",8
"Security Auto Loans, Inc.",7
"Quick Bridge Funding, LLC",16
"CFW Holdings LLC",9
"Law Office of Mark L. Nichter, PC",2
"Martin Lake Law Office",1
"Upstate Collection Center, Inc.",7
"Fusion Auto Finance",7
"CREDIGY SOLUTIONS INC.",1
"West Bay Acquisitions, LLC",32
"AG AG LLC",11
"The LGM Co., Inc.",7
"Global Credit Solutions LLC",3
"CONVERGING CAPITAL, LLC",1
"Common Wealth Mortgage Services",8
"Outsource Services, Inc. d/b/a National Acceptance Company",6
"Pacific Capital Mortgage Corporation",1
"HOME BANCSHARES, INC.",27
"PROHEALTH CARE, INC",6
"Brother Loan & Finance Co.",1
"General Credit Services",6
"Avalanche Title and Escrow, LLC",4
"Forthright Funding Corporation",6
"The Student Loan Project, Inc.",2
"Plutos Sama, LLC",8
"ACH Recovery Solutions",11
"Francy Law Firm, P.C.",6
"HARRIS, KLEIN ASSOCIATIES, INC.",5
"Relin, Goldstein & Crane, LLP",10
"Simple Cash Loans, Inc.,",8
"AMERICAN FINANCING CORPORATION",15
"Schukei Chevrolet Volkswagen",6
"Pinnacle Financial Group Inc",14
"Jomax, LLC",11
"Oasis Legal Finance Holding Company, LLC",6
"INTERCONTINENTAL CAPITAL GROUP",22
"Baker Recovery Services",4
"FRANKLIN FIRST FINANCIAL, LTD",17
"Credit Bureau of Lewiston-Clarkston, Inc",5
"Sterling Credit Corp.",11
"Credit Service International Corp",12
"Better Mortgage, Inc.",14
"Lake City Credit",7
"Fresh Start Credit Solutions",3
